IC50,Cancer,Drug,PKA_260_ENG,PKA_260_EXP,SDOM_subdomainIV,MUT_GUCY2C,MUT_RPS6KB2,MUT_RPS6KB2_EXP,MUT_TRPM6_EXP,REC_R_HSA_198640,PWY_R_HSA_1643685_CSV,PWY_R_HSA_170834_EXP,GO_0060612,GO_0061024,SFAM_DYRK1_EXP,SFAM_FJ,SFAM_FJ_EXP,EXP_SBK2,EXP_ACVR2B,EXP_SBK1,EXP_STK10,EXP_STK19
2.9319,905990,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
4.023188,924186,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
4.599557,1240128,59,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
-2.91688,905990,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
-2.511441,924186,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
-1.693098,1240128,60,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
2.419821,905990,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
2.065658,924186,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
4.10201,1240128,63,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
1.295106,905990,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
1.333388,924186,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
1.586972,1240128,64,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
-3.590521,905990,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
-4.770411,924186,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
-1.743601,1240128,83,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
-1.297912,905990,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
-2.076687,924186,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
0.371937,1240128,86,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
-3.18147,905990,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
-3.108388,924186,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
-2.683907,1240128,87,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
2.901399,905990,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
4.192831,924186,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
3.837361,1240128,91,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
3.26972,905990,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
1.207466,924186,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
3.940582,1240128,106,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
5.476973,905990,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
3.301715,924186,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
3.567661,1240128,110,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
2.053626,905990,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
3.044868,924186,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
2.966403,1240128,119,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
4.007602,905933,152,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
1.423927,905959,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
2.681894,905969,152,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
2.325765,905990,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
2.132937,905991,152,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
1.394528,906804,152,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
2.565191,906852,152,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
0.371534,909255,152,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
2.639712,909257,152,0,0,0,0,0,0,2.9697393806,0,3.133484,3.3996797735,0,0,0,1,4.2759125266,3.6442235877,4.7384835651,5.0233846971,4.333591723,2.7617218535
2.022426,909699,152,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
2.112286,909753,152,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
3.254928,909774,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633
2.806102,910548,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315
3.203872,911905,152,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513
0.690343,924186,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
3.469016,946360,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316
2.640243,949090,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853
2.366935,1240128,152,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
2.613928,1240129,152,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705
2.323651,1240197,152,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.5020686576
2.681025,1240198,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878
3.554995,1240199,152,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484
2.033445,1240200,152,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833
1.990581,1240222,152,0,0,1,1,0,0,0,1,0,0,0,0,3.0463011526,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.7729221642
2.387838,1298365,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.6622992598
2.276354,1298539,152,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902
3.539261,1479987,152,0,0,0,0,0,0,0,0,0,0,1,0,3.8512056449,0,0,3.3253510967,4.3818567525,5.5025090536,4.9604694252,2.8835960733
2.083296,1479988,152,0,0,0,0,1,4.11102873,0,0,0.806595,0,0,0,0,0,0,3.7297444031,4.0766479064,3.6349007583,4.7527469508,2.6642147813
1.940907,1479995,152,0,0,0,0,0,0,0,0,0.751923,5.2271129622,0,0,0,1,5.1616149755,3.4189769196,4.3477345426,4.3345905353,4.4236387386,3.023943947
1.679719,1480360,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4693952925,3.9616000565,4.0304990539,4.2804118829,2.8522580196
4.797427,1480364,152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3235198815,4.2247869132,5.7699520212,3.4614934092,3.173432373
3.634712,1480371,152,0,0,2,0,0,0,0,1,0,0,1,0,3.374177316,0,0,3.4613653167,4.0971838113,6.4353601268,4.4889118608,2.7181585597
1.766777,1480372,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2954766953,4.3574387278,4.5832952234,4.3429367682,2.7106163821
3.469438,1480374,152,-3.239,4.7159664778,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2164318631,3.9668787496,7.3168549611,3.5548584686,2.8942232905
0.110127,905933,153,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
0.126681,905959,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
-0.633586,905969,153,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
0.770074,905990,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
-0.149557,905991,153,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
-0.971574,906804,153,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
-0.416332,906852,153,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
-1.678471,909255,153,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
0.03699,909699,153,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
0.110118,909753,153,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
1.996537,909774,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633
-0.327107,910548,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315
-1.904001,911905,153,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513
-2.0456,924186,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
-0.421577,946360,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316
0.60259,949090,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853
1.600047,1240128,153,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
2.365645,1240129,153,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705
0.343494,1240197,153,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.5020686576
1.958289,1240198,153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878
3.092259,1240199,153,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484
0.45127,1240200,153,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833
-0.180395,1240222,153,0,0,1,1,0,0,0,1,0,0,0,0,3.0463011526,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.7729221642
-1.704462,1298365,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.6622992598
0.303047,1298539,153,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902
1.068031,905933,155,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
0.490036,905959,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
0.472694,905969,155,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
-0.996281,905990,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
0.541394,905991,155,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
-1.055724,906804,155,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
-0.208803,906852,155,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
0.929776,909255,155,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
2.077697,909699,155,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
0.100505,909753,155,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
2.051369,909774,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633
0.376904,910548,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315
-0.740926,911905,155,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513
-0.150523,924186,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
1.544223,946360,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316
2.927865,949090,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853
1.598255,1240128,155,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
0.065001,1240129,155,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705
2.103215,1240197,155,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.5020686576
1.48952,1240198,155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878
3.089423,1240199,155,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484
1.198186,1240200,155,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833
2.099208,1240222,155,0,0,1,1,0,0,0,1,0,0,0,0,3.0463011526,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.7729221642
-0.862043,1298365,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.6622992598
1.211421,1298539,155,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902
-0.573562,905933,157,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
0.74351,905959,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
-1.514568,905969,157,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
-0.671868,905990,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
-0.95461,905991,157,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
-0.701189,906804,157,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
-1.023142,906852,157,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
-1.651916,909255,157,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
0.008624,909699,157,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
-0.017812,909753,157,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
