IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_788,Fingerprint_785,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_161,PKA_161_ENG,PKA_161_EXP,MUT_CDC42BPB,MUT_MAP3K9_EXP,MUT_MAP4K1,MUT_NME9,MUT_NME9_EXP,MUT_NPR2_EXP,MUT_TNIK,MUT_TNIK_EXP,CNV_PTK2_gain,REC_R_HSA_176298_EXP,REC_R_HSA_5692755,PWY_R_HSA_1250196,PWY_R_HSA_1250196_EXP,PWY_R_HSA_1640170_CSV,PWY_R_HSA_416482_CSV,PWY_R_HSA_6804115,PWY_R_HSA_68877_CSV,GO_0003351,GO_0003351_EXP,GO_0031100_CSV,GO_0032436_CSV,GO_0042060,GO_0048813_EXP,GO_0050798_EXP,SFAM_TSSK,EXP_EPHB6,EXP_MAP3K12,EXP_TYK2,EXP_PRKCG,EXP_PAK3,EXP_SIK2,EXP_GRK3_X_EXP_OR52I1,EXP_GRK3_X_EXP_OR5L2,EXP_RIPK3_X_EXP_FADD,EXP_RIPK3_X_EXP_NFKBIA,EXP_SYK_X_EXP_CLEC7A,EXP_WNK2_X_EXP_SLC12A3,REC_R_HSA_141409_EXP_X_REC_R_HSA_2316434_EXP,PWY_R_HSA_109606_EXP_X_PWY_R_HSA_418594_EXP,PWY_R_HSA_109606_X_PWY_R_HSA_2187338,PWY_R_HSA_162906_X_PWY_R_HSA_69620,PWY_R_HSA_2029480_X_PWY_R_HSA_3700989,PWY_R_HSA_2187338_EXP_X_PWY_R_HSA_2672351_EXP,PWY_R_HSA_2187338_X_PWY_R_HSA_2672351,PWY_R_HSA_2187338_X_PWY_R_HSA_3700989,PWY_R_HSA_2187338_X_PWY_R_HSA_5633007,PWY_R_HSA_5663205_X_PWY_R_HSA_6804757,GO_0006351_X_GO_0045184,GO_0006355_EXP_X_GO_0031397_EXP,GO_0007411_X_GO_0034446,GO_0016567_X_GO_0045793,GO_0030155_X_GO_1901796
3.106225,946359,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80856,0,0,0,0,0,0,0,1,4.54289102273361,0,0,4.07761892346266,3.18512977748117,8.89429015583682,3.39879706327848,3.41896129068587,4.17871181682166,8.54005149761483,9.2879730139816,24.2451722920915,25.954932399137,16.1622803490722,12.8125618374036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.697389,749711,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22490862237642,3.10504233100754,9.0040724196053,3.28018547196786,3.61705182301956,4.33510310589432,12.5075375501589,13.7693421934131,25.9573671645785,23.8678360034373,21.4621357956351,20.9423422535948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.826353,749715,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791673,0,0,0,0,0,0,0,0,0,0,0,3.04890078326432,2.93959989039763,8.46485904086162,3.30286353799697,3.32542439929143,4.39143418940801,11.8178035840877,12.5040119930013,23.7345585744614,21.7422392634367,14.0180972682315,21.6215433622111,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5.164448,749716,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75223024357666,3.37349409047077,8.1319606904255,3.39663642480885,3.67884213594898,3.79410870447395,11.9210410554055,12.6770975949122,24.2217541152685,27.6954831370343,11.232768271241,16.2980435035048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.149822,906812,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85460265470281,3.4823429826773,7.0105596891537,3.2122513845609,3.14174916624725,4.3741028046977,10.8548667313805,11.2324580554838,21.4178462843768,24.261607853575,8.99986354305837,14.0039537850601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.118564,906844,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.54257608094505,0,0,0,0,0,0,0,0,0,0,0,0,6.9660404783993,3.99353493191341,8.03266588354154,3.11544365060595,3.15494976542348,4.16542718607716,18.2301248635242,20.7471696653443,18.992536447852,20.9675898396061,28.0411583971253,16.5165050878837,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.870624,906862,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.03347768976283,0,0,1,1,3.75407131409792,0,0,0,0,0,0,0,0,1,0,0,0,3.22200613631316,3.07209146933718,6.79912330138476,3.24862457685361,3.31559845914658,4.1194587757018,12.1296697635804,13.9282603391757,21.6080453544246,24.5437843306963,17.3713108249564,13.4506413116921,21.1194184328436,0,0,3,0,0,0,0,0,3,0,0,0,0,1
2.195492,908151,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.95506983721276,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.22143272072502,2.94264067279941,7.23236739309126,3.35415333555239,3.10144356628423,4.38801250005822,15.3026160158745,17.4854141912304,21.6576874042525,25.536629407609,14.2932880188001,10.1963977142606,0,0,0,0,0,0,0,0,0,2,0,22.8674647582614,0,0,0
1.959576,909256,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.74384274694836,0,0,0,0,0,0,0,0,1,0,0,1,4.95677864807894,2.98402749881556,8.49975306151397,3.21150096559268,3.24046828110686,4.17315572100849,15.5360104825586,16.5916601516718,22.0425060294833,19.9713939288941,21.8661136760608,13.4248712607189,16.7800271766125,0,0,1,0,0,0,0,0,0,0,50.5814083276704,1,0,0
4.74273,910948,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706277,0,1,0,0,0,5.92467336767911,4.09082340155186,7.48498903051195,3.2479840119963,3.17690133486297,4.31846945083382,11.3947204354664,12.3176588877151,21.2375602869363,26.4978482681725,9.76465948243517,10.6998364587735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.481919,924106,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795157,0,0,0,0,0,0,0,1,0,0,0,3.44775132638344,3.14030690767046,7.77434415426255,3.38886038402207,3.34039331204939,4.70940431649339,9.34836196744438,10.0465517435903,24.4480622630301,25.5299112508226,16.6979697607092,17.9937609753121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.768427,946359,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80856,0,0,0,0,0,0,0,1,4.54289102273361,0,0,4.07761892346266,3.18512977748117,8.89429015583682,3.39879706327848,3.41896129068587,4.17871181682166,8.54005149761483,9.2879730139816,24.2451722920915,25.954932399137,16.1622803490722,12.8125618374036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.151263,749711,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22490862237642,3.10504233100754,9.0040724196053,3.28018547196786,3.61705182301956,4.33510310589432,12.5075375501589,13.7693421934131,25.9573671645785,23.8678360034373,21.4621357956351,20.9423422535948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.541408,749715,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791673,0,0,0,0,0,0,0,0,0,0,0,3.04890078326432,2.93959989039763,8.46485904086162,3.30286353799697,3.32542439929143,4.39143418940801,11.8178035840877,12.5040119930013,23.7345585744614,21.7422392634367,14.0180972682315,21.6215433622111,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4.06244,749716,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75223024357666,3.37349409047077,8.1319606904255,3.39663642480885,3.67884213594898,3.79410870447395,11.9210410554055,12.6770975949122,24.2217541152685,27.6954831370343,11.232768271241,16.2980435035048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.652028,906812,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85460265470281,3.4823429826773,7.0105596891537,3.2122513845609,3.14174916624725,4.3741028046977,10.8548667313805,11.2324580554838,21.4178462843768,24.261607853575,8.99986354305837,14.0039537850601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.607702,906844,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.54257608094505,0,0,0,0,0,0,0,0,0,0,0,0,6.9660404783993,3.99353493191341,8.03266588354154,3.11544365060595,3.15494976542348,4.16542718607716,18.2301248635242,20.7471696653443,18.992536447852,20.9675898396061,28.0411583971253,16.5165050878837,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.719277,906862,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.03347768976283,0,0,1,1,3.75407131409792,0,0,0,0,0,0,0,0,1,0,0,0,3.22200613631316,3.07209146933718,6.79912330138476,3.24862457685361,3.31559845914658,4.1194587757018,12.1296697635804,13.9282603391757,21.6080453544246,24.5437843306963,17.3713108249564,13.4506413116921,21.1194184328436,0,0,3,0,0,0,0,0,3,0,0,0,0,1
0.947224,908151,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.95506983721276,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.22143272072502,2.94264067279941,7.23236739309126,3.35415333555239,3.10144356628423,4.38801250005822,15.3026160158745,17.4854141912304,21.6576874042525,25.536629407609,14.2932880188001,10.1963977142606,0,0,0,0,0,0,0,0,0,2,0,22.8674647582614,0,0,0
2.776025,909256,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.74384274694836,0,0,0,0,0,0,0,0,1,0,0,1,4.95677864807894,2.98402749881556,8.49975306151397,3.21150096559268,3.24046828110686,4.17315572100849,15.5360104825586,16.5916601516718,22.0425060294833,19.9713939288941,21.8661136760608,13.4248712607189,16.7800271766125,0,0,1,0,0,0,0,0,0,0,50.5814083276704,1,0,0
2.418576,910910,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798032,0,0,0,0,0,0,0,0,0,0,0,3.07796154079537,3.59775870786044,7.56743466129746,3.29994530403766,2.9819082181166,4.46823319754736,9.31859289626622,9.95706845453647,25.7037748072403,33.5950805401061,11.1038539749339,11.4469083218847,0,11.1415964417513,1,0,0,11.7551883399068,1,2,2,0,0,0,0,0,0
