IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_785,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_658,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_113_D,PKA_113_D_CSV,PKA_124_POL,PKA_124_W,PKA_124_W_EXP,PKA_129_S,PKA_129_S_CSV,PKA_129_S_EXP,PKA_131_Y,PKA_131_Y_EXP,PKA_142,PKA_142_CSV,PKA_164_ASA,PKA_164_EXP,PKA_164_Q,PKA_164_Q_CSV,PKA_189_Q,PKA_189_Q_EXP,PKA_209_G_CSV,PKA_211_ASA,PKA_234_H,PKA_234_H_CSV,PKA_237_EXP,PKA_248_D_CSV,PKA_248_D_EXP,PKA_264_CHA,PKA_264_HYD,PKA_265_CHA,PKA_265_E_CSV,PKA_265_E_EXP,PKA_271_HYD,PKA_272_M_CSV,PKA_294_VOL,PKA_91_ASA,PKA_91_CSV,PKA_91_ENG,PKA_91_EXP,PKA_92_HYD,MOT_2D_beta8strand_CSV,DOM_EphA2_TM,DOM_Kringle_EXP,MUT_CASK_CSV,MUT_MAPK8,MUT_PASK,MUT_TNK2,MUT_TSSK6_CSV,CNV_CDK8_gain,CNV_MAP3K5_gain,CNV_STK38L_gain,REC_R_HSA_169901,REC_R_HSA_2984220_CSV,REC_R_HSA_450346_CSV,PWY_R_HSA_5693538_CSV,GO_0003222,GO_0009791_CSV,GO_0045786_EXP,GO_1902042_CSV,CLS_Site_subtype_1_colon,EXP_GUCY2C,EXP_TGFBR2,EXP_TAOK3,EXP_TEC,EXP_NUAK2,EXP_NPR2,EXP_CSNK2A1,EXP_MKNK1,EXP_CDK13,EXP_EGFR,Predicted IC50,Validation
2.384754,907792,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.822923,0,0,0,0,0,-1,0.774037,2.9723453665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7046384919,5.8310877193,6.4822699625,3.5565966933,4.5788912819,3.7221525617,7.1902621657,3.9395433234,4.3268047269,4.4627057989,3.1185152848,6
2.337311,907794,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8221535054,0,0,-1,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.743838,0.558796,0,0,3.3468770196,0,0,4.0380591578,5.9478496214,5.5516722181,3.3938347852,3.9293618213,5.6714006535,7.6845272976,3.5749305279,4.5671014425,3.9305080602,1.7429775539,4
3.378877,907795,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7003069425,0,0,0,0,0,0,0,0,2,0,0,0,2,0.819783,0,0.77348,0,7.706445479,6.3335112735,6.6917821183,3.4664457165,4.3088616154,5.0953453059,7.0364254916,4.1228362682,4.4308965873,4.2421606741,2.197327871,10
3.790681,908458,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9935153999,4.0016702562,5.8553594815,3.1970283441,3.3485564258,3.9456455982,6.8138805014,3.6359533708,4.5953566965,4.3269164079,2.9741875754,3
1.938838,909698,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2.8988039826,3.949649586,5.5578906833,3.4649590992,3.1536712857,5.5817600017,8.1989831398,3.5993673832,3.7349279859,3.5227207623,1.8405413488,8
4.157222,909740,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0.782576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093365714,4.914377633,5.2463917856,3.5035310336,3.4921113365,4.9849649883,7.5691688083,3.9521235615,4.5263701749,3.7693512076,4.1052052619,2
5.005963,910554,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,0,0,0,0,0,0,0,1.528455,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.7152247851,0,1,8.0251963911,6.4394633978,6.4503952033,3.8770180208,4.5183740163,5.6733934841,7.9566411771,3.9316411619,4.6915156737,3.6941080428,3.5228369279,6
1.625815,910569,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7505686968,3.40177293,5.9413437181,3.23436372,3.519266612,4.0259474415,8.4084480582,4.3190668411,4.1640336668,3.0536895308,2.9550497246,10
4.727643,910700,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6324526322,5.8840371734,5.9839434179,3.3571027803,4.1106978576,5.2162024507,7.0194826806,3.7228183488,3.9781773641,4.2921397773,3.5982688489,1
4.104127,910905,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3.0195235497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.863302221,6.7323606198,6.7864216952,3.686422559,4.167573434,3.6979630623,8.0634806869,3.9642303274,4.3994984135,4.6937930429,4.742276204,7
4.108322,1240173,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753591,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8.0687546213,0,0,2.7712037521,6.1433294223,6.13856721,3.2964168787,3.887847673,6.2519094561,7.988105394,3.6299946535,4.7999757733,4.3006218863,3.2366626131,6
5.054861,1290769,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4.8347568176,1,0.789192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0321975682,6.1188152907,5.4224947757,4.2023611886,4.0859069496,4.0605270309,7.4715265705,4.3429284363,4.8125750014,4.7553879885,5.0597404138,1
1.463707,905989,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.76551,0.705361,1,0,0,0,1,3.0147606898,6.2936969742,6.635096879,3.6639232657,3.2535565437,5.1910701064,7.9472061938,3.691618249,4.0586744683,3.4988201529,2.2320969118,10
3.348465,907792,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.822923,0,0,0,0,0,-1,0.774037,2.9723453665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7046384919,5.8310877193,6.4822699625,3.5565966933,4.5788912819,3.7221525617,7.1902621657,3.9395433234,4.3268047269,4.4627057989,2.6705130132,5
2.962621,907794,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8221535054,0,0,-1,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.743838,0.558796,0,0,3.3468770196,0,0,4.0380591578,5.9478496214,5.5516722181,3.3938347852,3.9293618213,5.6714006535,7.6845272976,3.5749305279,4.5671014425,3.9305080602,3.6862095222,6
2.84019,907795,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7003069425,0,0,0,0,0,0,0,0,2,0,0,0,2,0.819783,0,0.77348,0,7.706445479,6.3335112735,6.6917821183,3.4664457165,4.3088616154,5.0953453059,7.0364254916,4.1228362682,4.4308965873,4.2421606741,2.4301411987,10
3.224162,908458,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9935153999,4.0016702562,5.8553594815,3.1970283441,3.3485564258,3.9456455982,6.8138805014,3.6359533708,4.5953566965,4.3269164079,3.1319515774,3
