IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_819,Fingerprint_818,Fingerprint_812,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_709,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_658,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_617,Fingerprint_611,Fingerprint_363,PKA_172_POL,GO_0000278,GO_0002092_EXP,GO_0030216_EXP,SFAM_RIPK,FAM_TKL_CSV,EXP_STK11,EXP_MINK1,EXP_PRKAA2,EXP_COQ8A
2.934731,1298151,152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
-1.221342,907057,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
0.391291,907071,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
-0.731322,909719,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
-2.063511,909736,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
-1.495836,909737,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
-2.004559,909738,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
1.002013,909739,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
-0.230984,910850,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
0.185988,1240159,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
-1.037204,1240160,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
-0.486356,1240216,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
-2.217538,1240217,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
2.659946,1298146,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
-0.589828,1298151,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
-0.927075,907057,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
-1.23139,907071,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
-0.850851,909719,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
0.189601,909736,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
1.511673,909737,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
-0.829143,909738,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
0.921073,909739,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
0.05142,910850,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
1.892969,1240159,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
-1.417734,1240160,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
1.456102,1240216,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
-1.35291,1240217,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
0.73324,1298146,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
1.408391,1298151,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
-0.949347,907057,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
-0.734693,907071,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
-1.166762,909719,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
-1.095373,909736,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
-0.868956,909737,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
-0.46682,909738,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
0.595195,909739,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
-0.916803,910850,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
-0.583701,1240159,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
-0.393629,1240160,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
-0.190634,1240216,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
-3.226523,1240217,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
0.895248,1298146,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
0.049729,1298151,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
1.753711,907057,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
1.543288,909719,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
0.469265,909736,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
1.057507,909737,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
1.307517,909738,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
3.241965,909739,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
1.638468,910850,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
1.328,1240159,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
1.000987,1240160,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
1.866312,1240216,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
-0.444912,1240217,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
1.771226,1298151,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
-0.099418,907057,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
-0.922312,907071,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
-1.062968,909719,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
-0.02777,909736,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
0.123295,909737,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
-0.367694,909738,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
2.4455,909739,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
1.014104,910850,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
1.152953,1240159,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
-0.191659,1240160,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
0.723733,1240216,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
-2.281997,1240217,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
4.584133,1298146,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
1.426747,1298151,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
1.127627,907057,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
2.388666,907071,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
1.140259,909719,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
1.931075,909736,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
1.677863,909737,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
1.75104,909738,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
2.611519,909739,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
1.15676,910850,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
1.6188,1240159,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
0.183492,1240160,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
1.239015,1240216,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
0.678498,1240217,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
3.060726,1298146,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
1.26303,1298151,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
1.638822,907057,176,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
