IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_784,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_698,Fingerprint_697,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,GO_0031572,GO_0043123_EXP,EXP_COQ8A,EXP_EIF2AK2,EXP_MAP2K5,PKA_140_POL_X_Fingerprint_646,PKA_252_ASA_X_Fingerprint_576,PKA_252_CSV_X_Fingerprint_576,PKA_252_ENG_X_Fingerprint_576,PKA_265_ASA_X_Fingerprint_659,PKA_265_CSV_X_Fingerprint_659,PKA_265_HYD_X_Fingerprint_659,PKA_265_VOL_X_Fingerprint_659,PKA_265_X_Fingerprint_659,EXP_ABL1_X_EXP_WASF1,EXP_BMP2K_X_EXP_NUMB,EXP_BMP2K_X_EXP_RALBP1,EXP_GRK2_X_EXP_OR6A2,EXP_GRK2_X_EXP_P2RY11,EXP_STK25_X_EXP_PDCD10,GO_0006915_X_GO_0006954,Predicted IC50,Validation
2.679029,753552,106,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,-2.1,0.789683,0.23,22,1,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.4297694992,1
4.028425,753552,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,-2.1,0.789683,0.23,22,1,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.7903268206,5
-2.368121,753552,119,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,-2.1,0.789683,0.23,22,1,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,-0.809883437,7
1.800659,687452,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,2.2125484087,3
1.035886,687455,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.1274061647,3
3.712518,687459,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4703818234,2
2.394422,724812,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3.7234969251,7.6373919779,4.3738987146,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.6677721418,5
1.598465,724838,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,1.3093021722,10
2.51159,753552,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.1942777787,3
4.59947,753566,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4.0198847878,8.1460334223,4.0387986941,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.4703893032,2
2.076044,906797,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3.6584911541,4.2355762025,8.0826916384,4.6831363339,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,3.4703892786,5
3.250349,906798,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,6.189086849,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,3.4703982122,3
3.423711,907065,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,8.4209114354,3.8911186725,8.3477110844,3.7299895375,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4703893015,6
3.640766,907312,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,3.4499519245,7
3.480901,909704,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4.6186327115,7.3507488739,4.2632938294,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,3.4858745708,3
3.961243,909780,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,5.4359910998,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.4703800533,9
2.431268,910926,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4.8589154852,7.6144374446,4.3089667654,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,2.2062339576,10
4.425423,1299051,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,7.9822809781,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,3.4703824788,8
-1.0128,687452,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,-0.802080013,6
0.537506,687455,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,0.1289096349,1
-2.365253,687459,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,-0.885541157,3
-0.29581,724812,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3.7234969251,7.6373919779,4.3738987146,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,0.1289034862,9
-0.554472,724838,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,-0.809829695,1
-0.461365,753552,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,-2.1,0.789683,0.23,22,1,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,0.1399271422,8
0.468275,753566,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.0198847878,8.1460334223,4.0387986941,-6.4,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,0.0079655395,3
1.042198,906797,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3.6584911541,4.2355762025,8.0826916384,4.6831363339,-1,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,1.0946600147,1
-0.512143,906798,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,6.189086849,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,0.1291271069,5
2.107059,907065,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,8.4209114354,3.8911186725,8.3477110844,3.7299895375,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,1.742264722,10
1.879729,907312,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,1.9599786766,4
-1.171959,909704,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.6186327115,7.3507488739,4.2632938294,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,0.1289030871,9
-0.570948,909780,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,5.4359910998,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,0.0079769484,1
-1.210653,910926,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.8589154852,7.6144374446,4.3089667654,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,-0.807293686,2
0.855912,1299051,153,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,7.9822809781,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,0.1333726908,6
0.363771,687452,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,0.3281622817,2
-1.23604,687455,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,0.2218556452,8
-0.422309,687459,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,1.7517389533,10
1.819239,724812,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3.7234969251,7.6373919779,4.3738987146,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,0.2384969824,9
1.691533,724838,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,0.362512458,1
0.389301,753552,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,0.4280359361,10
