IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_828,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_791,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_697,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_648,Fingerprint_646,Fingerprint_643,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_588,EXP_IRAK3,EXP_BRD4,EXP_BRD4_X_EXP_MYC,EXP_BRD4_X_EXP_NUMA1,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG,Predicted IC50,Validation
0.847503,687505,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,0.8080454182,10
2.028872,687506,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,2.1537112853,7
2.465655,724839,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,2.6018396914,1
-0.861802,906824,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,0.8307948458,6
-0.466301,906843,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,0.9240706156,4
1.934443,907068,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,0.934384892,1
2.029619,930297,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,2.6066930232,10
2.197377,930298,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,2.6251667255,2
1.789628,1240212,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,2.0423947671,8
0.269824,1298134,155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,0.9237576643,8
-1.373129,687505,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,-1.351654437,10
-0.899222,687506,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,-1.246214715,7
0.489158,724839,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,0.3564582523,2
-0.479524,906824,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,-1.479302532,2
-1.620956,906843,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,-1.396152649,10
-1.272292,907068,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,-1.380382973,4
0.289694,930297,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,0.5375734867,5
1.097452,930298,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,1.5177259336,5
-0.785506,1240212,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,-1.337453344,7
-0.841781,1298134,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,-0.396164698,2
0.658598,687505,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,1.3318090086,6
1.252531,687506,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,1.7926621369,5
3.347998,724839,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,2.3460494803,5
2.171729,906824,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,1.5172156264,4
0.959568,907068,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,1.7180208888,9
3.687823,930297,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,3.960953559,8
2.559722,930298,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,2.5873790362,6
0.898069,1240212,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,1.6074109963,3
1.879747,1298134,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,1.4540144213,8
-0.44278,687505,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,0.8080454182,5
2.972042,687506,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,2.1537112853,2
3.058838,724839,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,2.6018396914,3
-0.738579,906824,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,0.8307948458,6
-0.497923,906843,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,0.9240706156,8
1.250975,930297,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,2.6066930232,8
2.474396,930298,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,2.6251667255,4
1.437116,1240212,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,2.0423947671,4
0.755309,1298134,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,0.9237576643,1
1.274886,687505,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,1.3243799877,9
2.124014,687506,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,1.4000374873,6
1.513059,724839,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,3.4751092029,4
1.979126,906824,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,0.9664197793,2
0.815804,906843,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,1.3220259697,6
2.204883,907068,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,1.2941178254,6
5.97431,930297,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,3.6841172752,6
2.977512,930298,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,4.1544928903,8
1.800241,1240212,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,1.1672288676,4
0.963728,1298134,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,1.5079264408,4
5.744272,687505,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,3.7434933331,1
5.075152,687506,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,5.423872254,3
5.92998,724839,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,6.2700832484,1
6.242398,906824,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,4.3555628708,6
2.130299,906843,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,3.990300183,3
4.363229,907068,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,4.4778637398,2
6.714816,930297,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,6.4516698455,1
6.931905,930298,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,6.946547542,2
5.592379,1240212,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,5.2137670532,3
3.437151,1298134,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,4.2742944689,6
1.67813,687505,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,2.1307330806,3
1.345497,687506,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,2.9521183132,1
5.333935,724839,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,4.7021389072,5
2.825075,906824,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,2.5759898036,6
2.340457,906843,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,2.1940500983,7
3.298554,907068,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,2.8442263726,3
6.007434,930297,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,5.6569296393,10
5.328039,930298,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,4.9239149829,4
1.708434,1240212,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,2.6775326318,4
1.553463,1298134,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,2.3971006121,8
0.427361,687505,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,1.1354889323,9
2.515127,687506,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,3.4288803222,6
3.961515,724839,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,3.6614998859,9
1.613414,906824,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,1.2798456566,7
0.132745,906843,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,1.790483182,7
3.059804,907068,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,2.142749001,2
4.493201,930297,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,4.9478992176,1
4.049449,930298,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,4.0191138455,4
2.132592,1240212,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,1.7891223214,8
2.183331,1298134,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,1.8307372685,5
1.541723,687505,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,0.6886465708,5
1.301051,687506,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,1.54878127,1
3.722018,724839,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,2.8616316891,6
1.11098,906824,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,0.0539029472,8
0.66737,906843,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,0.5921874377,9
0.684106,907068,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,1.099508636,2
3.408223,930297,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,3.7357943367,1
4.133335,930298,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,3.589053705,7
-1.734507,1240212,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,0.5480869841,4
