IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_803,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,Fingerprint_363,GO_0032212_EXP,CLS_NCI_code_C9384,EXP_ICK,EXP_EGFR_X_EXP_CTGF,EXP_EGFR_X_EXP_LPAR1,EXP_EGFR_X_EXP_PIK3CA,EXP_EGFR_X_EXP_SDC3,EXP_FLT1_X_EXP_GPC1,EXP_FLT1_X_EXP_VEGFD,EXP_ICK_X_EXP_C1orf56,EXP_ICK_X_EXP_NTSR1,EXP_MAP4K5_X_EXP_TRADD,EXP_SGK1_X_EXP_EP300,EXP_SGK1_X_EXP_RPTOR,EXP_SRMS_X_EXP_LRGUK,EXP_TGFBR1_X_EXP_BMP7,EXP_TGFBR1_X_EXP_CAV1,EXP_TRIO_X_EXP_LPAR1,EXP_TRIO_X_EXP_RAC3,EXP_YES1_X_EXP_NRG2,REC_R_HSA_5672950_EXP_X_REC_R_HSA_6802910_EXP,GO_0006281_X_GO_0043068
5.318877,905948,1013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,3.57309191022542,58.5603606750753,29.5925245792595,37.2312710496079,23.1618191765082,21.4622987587556,10.3924221867044,18.3388423678522,10.4389573596971,42.5597175617283,33.7096365365245,22.5990687317063,11.3075762025922,12.6557816790857,46.0686878039237,33.0736704629936,51.5934079452802,20.2136581248777,0,0
4.043065,905950,1013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3.1682549476464,37.4944548340369,23.4991365490231,32.876479888469,18.2267342111895,14.9553566210718,9.17282531350985,17.0788205771506,8.96649179276554,43.2541258817859,43.0167192230203,25.1311319304442,9.26705079937725,9.71809409447304,38.5009494892135,28.7293753892181,41.675413936225,23.8715372776726,0,0
5.984967,905980,1013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3.18202426772408,24.0319625774498,33.6348045356492,31.3729089331323,15.3248874896413,12.3207550540973,8.45859106411597,18.3933293919669,8.68752931434548,37.1778140946471,33.1362667409622,20.230405892458,8.27636089455117,11.678958849214,44.9380329331147,38.333797136647,39.175287153326,23.8985727128229,0,0
6.397934,909250,1013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3.22561382497455,27.2135360330279,28.2691808764968,36.4806639980372,20.8885305529068,14.9941668622471,9.13368982922337,15.9660249494902,9.09081317172659,45.3270811547372,42.2345555372567,19.8013421549986,9.00196616764541,11.27365563897,41.9600258087431,30.3195359614641,38.4025644681031,22.5089813285147,0,0
7.190005,909781,1013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3.71354800260353,51.7509553408829,28.4596756754106,38.7040413027123,21.9220646079293,16.4991405564361,8.96241692287636,16.5276336944124,9.77500508661149,38.8714469986542,34.9688209447541,21.6275094320848,8.75458756396087,11.124854460501,43.6138399145207,37.9107167358891,44.2623834300349,25.9465383912231,0,0
6.334082,909974,1013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3.55454439658063,63.1944397402428,37.172786154373,44.744246596138,32.6708936094495,19.5976662478256,9.78530243098388,17.1898241955832,11.0442023214107,43.1753007018038,52.8885797478561,27.5087737628974,11.6961083485864,13.5857641697635,49.6202885777189,39.9088266770044,47.223392260522,20.3864407100483,0,0
4.997196,1298168,1013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,3.39799522265729,50.6566222255524,34.5754101750377,38.9746536938699,21.2197954238352,18.5996007152696,8.05364081914536,18.2716359757269,9.31000372642229,42.2563287178523,52.6020810472797,28.3791889194515,9.55085478225119,11.5560139701084,42.7729682869491,41.0173803846386,45.5814496742584,21.2995442909007,0,0
3.545039,1298169,1013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,3.28683820911031,46.7957615217544,32.5861754156941,36.2233198823583,25.5083645346746,20.8303438573515,12.1243275186462,18.3753066482742,9.91245115400659,35.5792127933503,44.2875281725389,22.4034655306558,10.4363748821746,11.0515962433587,41.2188645630571,37.8822307621295,48.4375878611322,18.3206482168308,0,0
3.367593,1524416,1013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3.17001422450416,20.8815107263264,22.3308416859321,37.8098108838454,19.8354301455088,13.2500089144936,9.44577506130559,14.7942778530814,8.97161115267394,33.2542874061616,33.4488167908415,20.988775512373,8.99850782772745,10.3345140081636,39.9902297681684,26.1266024975524,44.2392285780438,22.7569675892695,0,1
0.710371,905948,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,3.57309191022542,58.5603606750753,29.5925245792595,37.2312710496079,23.1618191765082,21.4622987587556,10.3924221867044,18.3388423678522,10.4389573596971,42.5597175617283,33.7096365365245,22.5990687317063,11.3075762025922,12.6557816790857,46.0686878039237,33.0736704629936,51.5934079452802,20.2136581248777,0,0
-2.408449,905950,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3.1682549476464,37.4944548340369,23.4991365490231,32.876479888469,18.2267342111895,14.9553566210718,9.17282531350985,17.0788205771506,8.96649179276554,43.2541258817859,43.0167192230203,25.1311319304442,9.26705079937725,9.71809409447304,38.5009494892135,28.7293753892181,41.675413936225,23.8715372776726,0,0
0.301722,905980,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3.18202426772408,24.0319625774498,33.6348045356492,31.3729089331323,15.3248874896413,12.3207550540973,8.45859106411597,18.3933293919669,8.68752931434548,37.1778140946471,33.1362667409622,20.230405892458,8.27636089455117,11.678958849214,44.9380329331147,38.333797136647,39.175287153326,23.8985727128229,0,0
1.472325,909250,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3.22561382497455,27.2135360330279,28.2691808764968,36.4806639980372,20.8885305529068,14.9941668622471,9.13368982922337,15.9660249494902,9.09081317172659,45.3270811547372,42.2345555372567,19.8013421549986,9.00196616764541,11.27365563897,41.9600258087431,30.3195359614641,38.4025644681031,22.5089813285147,0,0
3.070838,909781,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3.71354800260353,51.7509553408829,28.4596756754106,38.7040413027123,21.9220646079293,16.4991405564361,8.96241692287636,16.5276336944124,9.77500508661149,38.8714469986542,34.9688209447541,21.6275094320848,8.75458756396087,11.124854460501,43.6138399145207,37.9107167358891,44.2623834300349,25.9465383912231,0,0
2.687706,909974,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3.55454439658063,63.1944397402428,37.172786154373,44.744246596138,32.6708936094495,19.5976662478256,9.78530243098388,17.1898241955832,11.0442023214107,43.1753007018038,52.8885797478561,27.5087737628974,11.6961083485864,13.5857641697635,49.6202885777189,39.9088266770044,47.223392260522,20.3864407100483,0,0
-0.2538,910920,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3.48097435151347,53.4761894200349,24.2884922863693,37.5960934450936,25.0833980378152,15.7329918313342,9.20667353925852,15.163507557246,10.1244942550443,44.1339127772257,37.8062056528136,19.8314316244463,9.89299790195801,10.9757358427833,41.6979487295904,22.0497850463913,35.9482495487496,21.7062375059917,0,0
0.668378,1298168,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,3.39799522265729,50.6566222255524,34.5754101750377,38.9746536938699,21.2197954238352,18.5996007152696,8.05364081914536,18.2716359757269,9.31000372642229,42.2563287178523,52.6020810472797,28.3791889194515,9.55085478225119,11.5560139701084,42.7729682869491,41.0173803846386,45.5814496742584,21.2995442909007,0,0
-0.174455,1298169,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,3.28683820911031,46.7957615217544,32.5861754156941,36.2233198823583,25.5083645346746,20.8303438573515,12.1243275186462,18.3753066482742,9.91245115400659,35.5792127933503,44.2875281725389,22.4034655306558,10.4363748821746,11.0515962433587,41.2188645630571,37.8822307621295,48.4375878611322,18.3206482168308,0,0
0.893587,1524416,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3.17001422450416,20.8815107263264,22.3308416859321,37.8098108838454,19.8354301455088,13.2500089144936,9.44577506130559,14.7942778530814,8.97161115267394,33.2542874061616,33.4488167908415,20.988775512373,8.99850782772745,10.3345140081636,39.9902297681684,26.1266024975524,44.2392285780438,22.7569675892695,0,1
1.560819,905947,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,5.07974088422863,0,3.10318223177161,37.2533278168577,28.6503253148095,30.9230005833556,24.0716505424683,18.5872716136861,7.772861130263,15.4810672027953,8.44507578513765,33.1326350137131,27.9564521949513,16.5377157876999,9.37147244753729,10.4321847605054,36.4210675625338,30.4076526368474,48.9236785301249,22.564900186513,23.0218930507418,1
4.127881,905948,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3.57309191022542,58.5603606750753,29.5925245792595,37.2312710496079,23.1618191765082,21.4622987587556,10.3924221867044,18.3388423678522,10.4389573596971,42.5597175617283,33.7096365365245,22.5990687317063,11.3075762025922,12.6557816790857,46.0686878039237,33.0736704629936,51.5934079452802,20.2136581248777,0,0
4.646012,905980,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3.18202426772408,24.0319625774498,33.6348045356492,31.3729089331323,15.3248874896413,12.3207550540973,8.45859106411597,18.3933293919669,8.68752931434548,37.1778140946471,33.1362667409622,20.230405892458,8.27636089455117,11.678958849214,44.9380329331147,38.333797136647,39.175287153326,23.8985727128229,0,0
7.037531,909250,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3.22561382497455,27.2135360330279,28.2691808764968,36.4806639980372,20.8885305529068,14.9941668622471,9.13368982922337,15.9660249494902,9.09081317172659,45.3270811547372,42.2345555372567,19.8013421549986,9.00196616764541,11.27365563897,41.9600258087431,30.3195359614641,38.4025644681031,22.5089813285147,0,0
7.685182,909781,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3.71354800260353,51.7509553408829,28.4596756754106,38.7040413027123,21.9220646079293,16.4991405564361,8.96241692287636,16.5276336944124,9.77500508661149,38.8714469986542,34.9688209447541,21.6275094320848,8.75458756396087,11.124854460501,43.6138399145207,37.9107167358891,44.2623834300349,25.9465383912231,0,0
4.485195,909974,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3.55454439658063,63.1944397402428,37.172786154373,44.744246596138,32.6708936094495,19.5976662478256,9.78530243098388,17.1898241955832,11.0442023214107,43.1753007018038,52.8885797478561,27.5087737628974,11.6961083485864,13.5857641697635,49.6202885777189,39.9088266770044,47.223392260522,20.3864407100483,0,0
1.164999,910952,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3.19925055400905,40.9105461460109,25.5867439097437,40.0361848008319,25.9382104472271,16.2698008823153,9.07516775149745,16.5054570685668,8.60207051427168,44.9970117059282,34.8607939137642,19.4193502548979,10.2302972444949,11.8592281805215,40.3090021671291,31.3477147423373,48.9491018029532,22.9538966999069,0,0
3.671163,1298168,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3.39799522265729,50.6566222255524,34.5754101750377,38.9746536938699,21.2197954238352,18.5996007152696,8.05364081914536,18.2716359757269,9.31000372642229,42.2563287178523,52.6020810472797,28.3791889194515,9.55085478225119,11.5560139701084,42.7729682869491,41.0173803846386,45.5814496742584,21.2995442909007,0,0
1.717715,1298169,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3.28683820911031,46.7957615217544,32.5861754156941,36.2233198823583,25.5083645346746,20.8303438573515,12.1243275186462,18.3753066482742,9.91245115400659,35.5792127933503,44.2875281725389,22.4034655306558,10.4363748821746,11.0515962433587,41.2188645630571,37.8822307621295,48.4375878611322,18.3206482168308,0,0
4.647516,905947,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.07974088422863,0,3.10318223177161,37.2533278168577,28.6503253148095,30.9230005833556,24.0716505424683,18.5872716136861,7.772861130263,15.4810672027953,8.44507578513765,33.1326350137131,27.9564521949513,16.5377157876999,9.37147244753729,10.4321847605054,36.4210675625338,30.4076526368474,48.9236785301249,22.564900186513,23.0218930507418,1
4.234898,905948,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3.57309191022542,58.5603606750753,29.5925245792595,37.2312710496079,23.1618191765082,21.4622987587556,10.3924221867044,18.3388423678522,10.4389573596971,42.5597175617283,33.7096365365245,22.5990687317063,11.3075762025922,12.6557816790857,46.0686878039237,33.0736704629936,51.5934079452802,20.2136581248777,0,0
5.872088,905980,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.18202426772408,24.0319625774498,33.6348045356492,31.3729089331323,15.3248874896413,12.3207550540973,8.45859106411597,18.3933293919669,8.68752931434548,37.1778140946471,33.1362667409622,20.230405892458,8.27636089455117,11.678958849214,44.9380329331147,38.333797136647,39.175287153326,23.8985727128229,0,0
6.412769,909250,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.22561382497455,27.2135360330279,28.2691808764968,36.4806639980372,20.8885305529068,14.9941668622471,9.13368982922337,15.9660249494902,9.09081317172659,45.3270811547372,42.2345555372567,19.8013421549986,9.00196616764541,11.27365563897,41.9600258087431,30.3195359614641,38.4025644681031,22.5089813285147,0,0
7.140917,909781,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.71354800260353,51.7509553408829,28.4596756754106,38.7040413027123,21.9220646079293,16.4991405564361,8.96241692287636,16.5276336944124,9.77500508661149,38.8714469986542,34.9688209447541,21.6275094320848,8.75458756396087,11.124854460501,43.6138399145207,37.9107167358891,44.2623834300349,25.9465383912231,0,0
5.827175,909974,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.55454439658063,63.1944397402428,37.172786154373,44.744246596138,32.6708936094495,19.5976662478256,9.78530243098388,17.1898241955832,11.0442023214107,43.1753007018038,52.8885797478561,27.5087737628974,11.6961083485864,13.5857641697635,49.6202885777189,39.9088266770044,47.223392260522,20.3864407100483,0,0
0.933992,910920,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.48097435151347,53.4761894200349,24.2884922863693,37.5960934450936,25.0833980378152,15.7329918313342,9.20667353925852,15.163507557246,10.1244942550443,44.1339127772257,37.8062056528136,19.8314316244463,9.89299790195801,10.9757358427833,41.6979487295904,22.0497850463913,35.9482495487496,21.7062375059917,0,0
4.532219,910952,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.19925055400905,40.9105461460109,25.5867439097437,40.0361848008319,25.9382104472271,16.2698008823153,9.07516775149745,16.5054570685668,8.60207051427168,44.9970117059282,34.8607939137642,19.4193502548979,10.2302972444949,11.8592281805215,40.3090021671291,31.3477147423373,48.9491018029532,22.9538966999069,0,0
