IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_830,Fingerprint_826,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_797,Fingerprint_791,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_698,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_363,GO_0000278,GO_0016477,SFAM_RIPK,FAM_TKL_CSV,PKA_172_ASA_X_Fingerprint_644,PKA_280_CSV_X_Fingerprint_644,EXP_COQ8A_X_EXP_PDSS1,EXP_PRKAA2_X_EXP_TP53,EXP_SRC_X_EXP_ARRB2,EXP_SRC_X_EXP_CASP8,EXP_SRC_X_EXP_FN1,EXP_STK11_X_EXP_ATIC,GO_0032212_X_GO_0043066
4.985368,1240160,1046,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,32.839071169111,17.5986609571519,26.6399471840293,21.1950962579293,53.0029066176881,40.5448456633515,0
4.300038,1240216,1046,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.824209,0,0,24.5958902834875,14.3499567274337,17.3232138007502,16.7918714115379,44.0656941150577,39.3402250504382,0
3.358081,1298146,1046,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1.351098,0,0,51.964453804189,21.9310079956953,34.8887516057976,29.7752787583631,68.934333257589,52.9231732817278,2
2.37275,1298151,1046,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35.6541141246205,11.0772901220891,21.5230762670117,22.1338943178078,17.0380662819478,38.5932294328046,0
4.088712,907057,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774233,0,0,26.4677302234902,14.2393020590971,20.1599386210322,19.5962526050237,20.258527142914,43.203902664989,0
1.510511,907071,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0412442357075,17.0605614809722,25.7249399494726,19.8032509784236,55.1289214225682,46.6357880789373,0
4.366061,909719,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.751916,0,0,29.8364620176592,14.5882922223553,17.1339060799618,21.8726327902975,39.7090516387708,42.9700988800166,0
4.748256,909736,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3784137400438,13.1993437836992,16.1067068932171,20.4361498023794,48.4260001289101,34.8425825488028,0
4.086812,909737,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.8005566853401,15.1186879462202,17.943254587388,21.0358088438446,44.7435529622754,44.092020956703,0
4.417412,909738,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.9770228546362,13.3812345360829,24.8854133525909,24.7044793821348,39.5909587935236,43.3270220013339,0
6.055668,910850,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.542071,0,0,48.4128793595357,19.382278658715,37.9938313906041,31.3284458376951,75.63716042107,50.3019012566922,1
4.09074,1240160,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.839071169111,17.5986609571519,26.6399471840293,21.1950962579293,53.0029066176881,40.5448456633515,0
5.511479,1240216,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.824209,0,0,24.5958902834875,14.3499567274337,17.3232138007502,16.7918714115379,44.0656941150577,39.3402250504382,0
5.64999,1298146,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.351098,0,0,51.964453804189,21.9310079956953,34.8887516057976,29.7752787583631,68.934333257589,52.9231732817278,2
4.805006,1298151,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.6541141246205,11.0772901220891,21.5230762670117,22.1338943178078,17.0380662819478,38.5932294328046,0
5.185398,907057,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.774233,0,0.657761,26.4677302234902,14.2393020590971,20.1599386210322,19.5962526050237,20.258527142914,43.203902664989,0
5.399843,907071,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.899999999999999,0,37.0412442357075,17.0605614809722,25.7249399494726,19.8032509784236,55.1289214225682,46.6357880789373,0
2.107012,909719,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.751916,0,0.812509,29.8364620176592,14.5882922223553,17.1339060799618,21.8726327902975,39.7090516387708,42.9700988800166,0
2.235119,909736,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24.3784137400438,13.1993437836992,16.1067068932171,20.4361498023794,48.4260001289101,34.8425825488028,0
3.064653,909737,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,24.8005566853401,15.1186879462202,17.943254587388,21.0358088438446,44.7435529622754,44.092020956703,0
4.579381,909738,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,27.9770228546362,13.3812345360829,24.8854133525909,24.7044793821348,39.5909587935236,43.3270220013339,0
4.815875,910850,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.542071,0,0,48.4128793595357,19.382278658715,37.9938313906041,31.3284458376951,75.63716042107,50.3019012566922,1
4.944275,1240160,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,32.839071169111,17.5986609571519,26.6399471840293,21.1950962579293,53.0029066176881,40.5448456633515,0
4.546913,1240216,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0.824209,0,0,24.5958902834875,14.3499567274337,17.3232138007502,16.7918714115379,44.0656941150577,39.3402250504382,0
5.464846,1298146,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1.351098,0,0,51.964453804189,21.9310079956953,34.8887516057976,29.7752787583631,68.934333257589,52.9231732817278,2
4.014967,1298151,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,35.6541141246205,11.0772901220891,21.5230762670117,22.1338943178078,17.0380662819478,38.5932294328046,0
3.893342,907057,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.774233,0,0,26.4677302234902,14.2393020590971,20.1599386210322,19.5962526050237,20.258527142914,43.203902664989,0
5.546845,907071,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,37.0412442357075,17.0605614809722,25.7249399494726,19.8032509784236,55.1289214225682,46.6357880789373,0
2.843194,909719,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.751916,0,0,29.8364620176592,14.5882922223553,17.1339060799618,21.8726327902975,39.7090516387708,42.9700988800166,0
4.043582,909736,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24.3784137400438,13.1993437836992,16.1067068932171,20.4361498023794,48.4260001289101,34.8425825488028,0
4.004411,909737,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24.8005566853401,15.1186879462202,17.943254587388,21.0358088438446,44.7435529622754,44.092020956703,0
3.957284,909738,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27.9770228546362,13.3812345360829,24.8854133525909,24.7044793821348,39.5909587935236,43.3270220013339,0
4.246839,910850,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.542071,0,0,48.4128793595357,19.382278658715,37.9938313906041,31.3284458376951,75.63716042107,50.3019012566922,1
6.446274,1240160,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,32.839071169111,17.5986609571519,26.6399471840293,21.1950962579293,53.0029066176881,40.5448456633515,0
6.505814,1240216,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.824209,0,0,24.5958902834875,14.3499567274337,17.3232138007502,16.7918714115379,44.0656941150577,39.3402250504382,0
4.937445,1298146,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1.351098,0,0,51.964453804189,21.9310079956953,34.8887516057976,29.7752787583631,68.934333257589,52.9231732817278,2
5.721867,1298151,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,35.6541141246205,11.0772901220891,21.5230762670117,22.1338943178078,17.0380662819478,38.5932294328046,0
-0.78341,907057,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.774233,0,0,26.4677302234902,14.2393020590971,20.1599386210322,19.5962526050237,20.258527142914,43.203902664989,0
-0.188359,907071,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,37.0412442357075,17.0605614809722,25.7249399494726,19.8032509784236,55.1289214225682,46.6357880789373,0
-2.479199,909719,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.751916,0,0,29.8364620176592,14.5882922223553,17.1339060799618,21.8726327902975,39.7090516387708,42.9700988800166,0
-1.059907,909736,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24.3784137400438,13.1993437836992,16.1067068932171,20.4361498023794,48.4260001289101,34.8425825488028,0
-1.743704,909737,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24.8005566853401,15.1186879462202,17.943254587388,21.0358088438446,44.7435529622754,44.092020956703,0
-1.270798,909738,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27.9770228546362,13.3812345360829,24.8854133525909,24.7044793821348,39.5909587935236,43.3270220013339,0
1.494218,910850,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.542071,0,0,48.4128793595357,19.382278658715,37.9938313906041,31.3284458376951,75.63716042107,50.3019012566922,1
0.187509,1240160,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,32.839071169111,17.5986609571519,26.6399471840293,21.1950962579293,53.0029066176881,40.5448456633515,0
0.181135,1240216,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.824209,0,0,24.5958902834875,14.3499567274337,17.3232138007502,16.7918714115379,44.0656941150577,39.3402250504382,0
0.962897,1298146,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1.351098,0,0,51.964453804189,21.9310079956953,34.8887516057976,29.7752787583631,68.934333257589,52.9231732817278,2
0.035538,1298151,1057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,35.6541141246205,11.0772901220891,21.5230762670117,22.1338943178078,17.0380662819478,38.5932294328046,0
1.152086,907057,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.774233,0,0,26.4677302234902,14.2393020590971,20.1599386210322,19.5962526050237,20.258527142914,43.203902664989,0
1.773128,907071,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.0412442357075,17.0605614809722,25.7249399494726,19.8032509784236,55.1289214225682,46.6357880789373,0
