IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_785,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_161,PKA_161_CHA,PKA_161_ENG,PKA_161_EXP,PKA_226,DOM_PI3_PI4_kinase,MUT_ULK4,CNV_PTK2_gain,REC_R_HSA_176298_EXP,PWY_R_HSA_193648_CSV,PWY_R_HSA_373755,PWY_R_HSA_6804115,PWY_R_HSA_68877_CSV,PWY_R_HSA_73894_EXP,GO_0002053,GO_0002053_EXP,GO_0003351,GO_0007283_CSV,GO_0032436_CSV,GO_0042060,GO_0043524,GO_0048010,GO_0048813,EXP_EPHB6,EXP_MAP3K12,EXP_TYK2,EXP_PRKCG,EXP_PAK3,EXP_SIK2,EXP_PASK,EXP_WNK4,PKA_104_ENG_X_Fingerprint_818,PKA_104_VOL_X_Fingerprint_644,PKA_105_POL_X_Fingerprint_791,PKA_115_EXP_X_Fingerprint_643,PKA_115_HYD_X_Fingerprint_576,PKA_124_POL_X_Fingerprint_791,PKA_145_ASA_X_Fingerprint_696,PKA_145_VOL_X_Fingerprint_696,PKA_157_HYD_X_Fingerprint_696,PKA_162_VOL_X_Fingerprint_576,PKA_192_ASA_X_Fingerprint_643,PKA_192_VOL_X_Fingerprint_643,EXP_GRK3_X_EXP_OR5M9,EXP_RIPK3_X_EXP_FADD,EXP_RIPK3_X_EXP_NFKBIA,EXP_SYK_X_EXP_CLEC7A,EXP_SYK_X_EXP_PDPN,EXP_WNK2_X_EXP_SLC12A3,REC_R_HSA_141409_EXP_X_REC_R_HSA_2316434_EXP,PWY_R_HSA_109606_EXP_X_PWY_R_HSA_418594_EXP,PWY_R_HSA_162906_X_PWY_R_HSA_69620,PWY_R_HSA_2029480_X_PWY_R_HSA_3700989,PWY_R_HSA_2187338_EXP_X_PWY_R_HSA_69273_EXP,PWY_R_HSA_2187338_X_PWY_R_HSA_382551,GO_0007411_X_GO_0034446,GO_0009615_EXP_X_GO_0070373_EXP,GO_0021766_X_GO_0030866,GO_0030155_X_GO_1901796
2.16887,906812,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1784306959495,0,0,0,0,0,0,0,2,0,3.85460265470281,3.4823429826773,7.0105596891537,3.2122513845609,3.14174916624725,4.3741028046977,4.50924824120913,2.89925833032715,0,0,0,0,0,0,0,0,0,0,0,0,10.6442709483003,21.4178462843768,24.261607853575,8.99986354305837,8.96884194775458,14.0039537850601,0,0,0,0,0,0,0,0,0,0
1.971142,906844,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9660404783993,3.99353493191341,8.03266588354154,3.11544365060595,3.15494976542348,4.16542718607716,5.01767172919652,2.87499497457873,0,0,0,0,0,0,0,0,0,22,0,0,19.3841315098286,18.992536447852,20.9675898396061,28.0411583971253,29.8086492904295,16.5165050878837,0,0,0,0,0,0,1,0,0,0
5.004165,906851,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89238311740829,3.61722187842078,8.07877248376237,3.3318047783096,3.12426879152272,4.03396637653043,4.13979015167849,3.18147444396429,0,0,0,0,0,0,0,0,0,0,0,0,10.5293517982954,23.2325600926541,27.8661569362661,9.15687282438263,9.48101862902912,10.8169750941396,0,0,0,0,0,0,0,0,0,0
3.523418,906862,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.15494497947649,0,0,0,0,0,1,0,1,0,3.22200613631316,3.07209146933718,6.79912330138476,3.24862457685361,3.31559845914658,4.1194587757018,4.71890663909245,3.23510982687458,0,0,0,0,0,0,0,0,0,0,0,0,13.4205930249886,21.6080453544246,24.5437843306963,17.3713108249564,15.5632736337541,13.4506413116921,21.1194184328436,0,3,0,0,0,0,0,0,1
3.96588,907045,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.790263,0,0,1,1,0,3.22768333257165,3.20840519267234,7.31914691183376,3.29262169173062,3.1387032399678,3.93241029272366,3.87365770955129,7.2930018985687,0,0,0,0,0,0,0,0,0,0,0,0,9.36487585135343,23.9013948284594,23.9432388162944,9.28985898872394,9.21299831964054,9.24136367592158,0,0,0,0,0,0,0,0,0,0
3.729048,907048,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1.325,4.81209079368504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788489,0,0,0,0,0,6.28874741713975,3.00926846456499,8.14041576774551,3.33431981366973,3.0165565137516,4.32703652256982,4.33075646010983,2.90643154254967,0,0,0,0,0,0,0,0,0,0,0,0,10.0887431385717,25.6896908283785,26.9878382877833,16.7134875199938,10.6517856081184,12.4207358798356,0,0,0,0,0,0,0,0,0,0
3.723073,908121,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92217399405502,0,0,0,0,0,0,0,2,0,3.72575756087924,3.07668157099987,7.37549886996086,3.25296905370574,3.10572403828525,4.18198023534941,4.34125238454088,3.03454945157831,0,0,0,0,0,0,0,0,0,0,0,0,13.2988678006524,29.7611039056035,28.8611953346875,11.6966542782281,11.4451592868481,12.0311565838726,14.8623537688494,0,0,2,0,0,1,0,0,0
1.864062,908122,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05092015175165,0,0,0,0,0,0,0,0,0,3.19428003684533,3.19297924188299,8.44140406021108,3.1452630830422,3.23055085186822,4.23274321328826,3.74936909845498,3.07295752640733,0,0,0,0,0,0,0,0,0,-14.5,0,0,12.5498581215751,25.8741089588791,25.0944428915658,8.70514712586038,9.03825634495574,9.25098419668736,0,0,1,0,0,0,0,0,0,0
1.840919,908123,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.27617396928891,2.75208460027054,9.96295504508438,3.25137711327828,3.12309172469611,4.79927000980437,5.01096856666383,2.91737670096637,0,0,0,0,0,0,0,0,0,0,-3.3,-27.5,12.2817234454853,24.4900202639581,24.0896834951377,20.3027709265769,18.284272522113,14.3481594938645,0,0,0,0,0,0,0,0,0,0
3.391177,908151,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3.22143272072502,2.94264067279941,7.23236739309126,3.35415333555239,3.10144356628423,4.38801250005822,4.14833785756391,3.18677683466524,0,0,0,0,0,0,0,0,0,0,0,0,16.4828607822579,21.6576874042525,25.536629407609,14.2932880188001,14.2694128472207,10.1963977142606,0,0,0,0,0,0,0,0,0,0
3.175878,909256,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.95677864807894,2.98402749881556,8.49975306151397,3.21150096559268,3.24046828110686,4.17315572100849,4.95821366497483,2.87045717512893,0,0,0,0,0,0,0,0,0,0,0,0,16.7349218732365,22.0425060294833,19.9713939288941,21.8661136760608,19.5944596085993,13.4248712607189,16.7800271766125,0,1,0,0,0,1,24.4923680453981,0,0
6.812222,909907,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.42731067509155,0,4,0,0,6.42731067509155,0,0,0,0.779754,0,0,0,4,0,3.28236910382866,3.10071841638775,7.67851153475012,3.42878685505254,3.04828128907243,3.59675143926428,4.07072055567933,6.57829170686479,0,0,0,0,0,0,0,0,0,0,0,0,15.1147507438218,23.1153356853449,24.9634635093246,13.1137511908324,13.5832081423367,11.1295380370124,0,0,0,0,0,0,0,0,4,4
1.492874,910704,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6.68201517420123,3.9937718218456,7.77621696506346,3.18167537569052,3.01782633977212,3.60083793712348,4.01212542218704,2.99125780598405,0,0,0,0,0,0,0,0,0,0,0,0,10.5213105630162,22.3008145438964,29.7267750982654,11.7436344581772,11.1610987952872,11.7280277810962,14.7061034325758,0,0,0,0,0,0,0,0,0
4.151235,910852,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8495397385943,3.09036608683573,8.08252361388649,3.26380264834081,3.10290460680342,4.39541032318761,4.21469806388825,2.95694131573093,0,0,0,0,0,0,0,0,0,0,0,0,9.51406379405176,23.006163682838,27.148719092946,23.1293672135144,17.7426094288661,13.9702293700551,0,0,0,0,0,0,0,15.661202732488,0,0
2.883166,910927,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44047330714995,0,0,0,0,0,1,0,0,0,3.04377235027003,4.00421239147287,7.76227365049869,3.09863771629869,2.93517030159722,4.65426126845047,3.95927984716416,3.01231839578368,0,0,0,0,0,0,0,0,0,0,0,0,10.2494398253098,20.7586714807082,26.8873909226602,7.9184351727686,25.868646039698,15.6792781117139,0,0,2,0,0,0,0,0,0,0
5.019633,910948,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.706277,0,1,1,1,0,5.92467336767911,4.09082340155186,7.48498903051195,3.2479840119963,3.17690133486297,4.31846945083382,4.60713147278558,3.16497977464766,0,0,0,0,0,0,0,0,0,0,0,0,10.7717234701621,21.2375602869363,26.4978482681725,9.76465948243517,9.51322981211721,10.6998364587735,0,0,0,0,0,0,0,0,0,0
3.55884,924240,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.632105,1,2,0,9.57819346796938,0,0,0,0.823976,0,0,0,0,0,3.36269151531363,3.50910295418432,7.58283586806863,3.29292793313281,3.33425052663099,4.07868365439417,4.47903166726811,5.1863054991096,0,0,0,0,0,0,0,0,0,0,0,0,11.1348337372226,34.2990716598595,27.1787990388237,9.28069226231331,9.19471718613606,10.162700203281,0,0,0,3,0,0,0,0,0,0
4.355407,946359,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53329532742779,1,4.15772927366185,0,0,0,1,1,3,1,4.07761892346266,3.18512977748117,8.89429015583682,3.39879706327848,3.41896129068587,4.17871181682166,4.58304802308621,3.13602429204089,0,0,0,3.04251446148011,0.65,0,0,0,0,0,0,0,9.44181070821564,24.2451722920915,25.954932399137,16.1622803490722,15.0902492274146,12.8125618374036,0,0,0,1,0,0,0,0,0,1
