IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_813,Fingerprint_809,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_788,Fingerprint_785,Fingerprint_783,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_158_K,PKA_224_EXP,MUT_AATK_EXP,REC_R_HSA_6800434_EXP,GO_0001570,GO_0007286_CSV,GO_0007399_CSV,GO_0021987,GO_0030968_EXP,GO_0035924_CSV,GO_0042490,GO_0050772_CSV,GO_0051301,GO_1900182_CSV,SFAM_PFTAIRE,CLS_gender_f,EXP_HASPIN,EXP_TP53RK,PKA_124_VOL_X_Fingerprint_644,PKA_130_POL_X_Fingerprint_658,PKA_134_ASA_X_Fingerprint_576,PKA_134_ASA_X_Fingerprint_644,PKA_134_HYD_X_Fingerprint_644,PKA_134_POL_X_Fingerprint_779,PKA_134_VOL_X_Fingerprint_576,PKA_134_VOL_X_Fingerprint_644,PKA_139_P_CSV_X_Fingerprint_709,PKA_139_P_EXP_X_Fingerprint_709,PKA_139_P_X_Fingerprint_709,PKA_139_X_Fingerprint_779,PKA_145_HYD_X_Fingerprint_707,PKA_145_POL_X_Fingerprint_685,PKA_145_VOL_X_Fingerprint_776,PKA_145_VOL_X_Fingerprint_821,PKA_145_X_Fingerprint_644,PKA_158_ASA_X_Fingerprint_363,PKA_158_ASA_X_Fingerprint_646,PKA_160_ENG_X_Fingerprint_644,PKA_160_ENG_X_Fingerprint_776,PKA_205_B62_X_Fingerprint_712,PKA_205_ENG_X_Fingerprint_797,PKA_205_EXP_X_Fingerprint_797,PKA_205_HYD_X_Fingerprint_779,PKA_205_POL_X_Fingerprint_702,PKA_205_POL_X_Fingerprint_714,PKA_205_R_CSV_X_Fingerprint_709,PKA_205_VOL_X_Fingerprint_779,PKA_207_HYD_X_Fingerprint_617,PKA_207_HYD_X_Fingerprint_798,PKA_218_B62_X_Fingerprint_644,PKA_218_EXP_X_Fingerprint_644,PKA_218_HYD_X_Fingerprint_818,PKA_230_ASA_X_Fingerprint_659,PKA_230_ENG_X_Fingerprint_779,PKA_230_EXP_X_Fingerprint_779,PKA_230_VOL_X_Fingerprint_779,PKA_234_ASA_X_Fingerprint_576,PKA_269_B62_X_Fingerprint_646,PKA_289_EXP_X_Fingerprint_617,PKA_293_ASA_X_Fingerprint_702,PKA_293_ASA_X_Fingerprint_707,PKA_293_B62_X_Fingerprint_702,PKA_293_HYD_X_Fingerprint_826,PKA_52_B62_X_Fingerprint_576,EXP_CDK12_X_EXP_TCEA1,EXP_CDK20_X_EXP_GTF2H3,EXP_CDK4_X_EXP_HIST1H2BA,EXP_CDK4_X_EXP_NFATC1,EXP_CDK4_X_EXP_NOTCH1,EXP_CDK4_X_EXP_SMAD3,EXP_CDK6_X_EXP_CDC25A,EXP_CSNK1E_X_EXP_MPHOSPH10,EXP_CSNK1E_X_EXP_WDR43,EXP_CSNK2A1_X_EXP_NFATC1,EXP_EIF2AK3_X_EXP_PSEN1,EXP_FGFR2_X_EXP_FGF8,EXP_FGFR2_X_EXP_RNF41,EXP_MAP2K1_X_EXP_PIK3CA,EXP_MAP2K1_X_EXP_YWHAQ,EXP_MAP3K8_X_EXP_NFATC2,EXP_MAPK12_X_EXP_TGM6,EXP_MAPK3_X_EXP_GAB2,EXP_PRKACG_X_EXP_GNG7,EXP_PRKACG_X_EXP_GPR161,EXP_SMG1_X_EXP_RPL15,EXP_SMG1_X_EXP_RPL3,EXP_TP53RK_X_EXP_TPRKB,PWY_R_HSA_1226099_X_PWY_R_HSA_1280215,PWY_R_HSA_174143_EXP_X_PWY_R_HSA_2555396_EXP,PWY_R_HSA_380972_X_PWY_R_HSA_5693571,PWY_R_HSA_449836_X_PWY_R_HSA_69620,GO_0000165_CSV_X_GO_0031532_CSV,GO_0001541_X_GO_0014066,GO_0001666_X_GO_0071364,GO_0002931_EXP_X_GO_0008285_EXP,GO_0006182_X_GO_0030097,GO_0006928_EXP_X_GO_0016049_EXP,GO_0006928_X_GO_0023014,GO_0007155_EXP_X_GO_0007275_EXP,GO_0010212_EXP_X_GO_0043087_EXP,GO_0031397_X_GO_0038095,GO_0035162_EXP_X_GO_0046330_EXP,GO_0043087_EXP_X_GO_0043525_EXP,GO_0048812_X_GO_0051091
1.599437,1299062,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.46419691222666,4.24880787836863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0283308982667,18.7611409009666,27.9529337355192,30.9611104275531,29.6390197282844,69.9907401029527,37.026225469909,72.6290024833985,58.3844462562966,25.5234078283273,38.2838301855165,8.97372428722678,14.0659502956138,63.6409337610516,83.3389928455996,9.13333533479093,18.1506343619465,19.2553342239369,11.5324105223189,14.6898784114785,72.1017672829139,27.4934360871373,32.3746936911584,0,22.9480523795859,0,0,0,0,0,0,0,0,0,19.8301612612018,0,0,0,0,1
-0.683135,1330964,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.637451,0,0,0,0,0,0,0,0,0,1,5.4699451949416,5.38722260994733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5943671099733,17.1353170765548,27.4442866693766,27.6185025935624,37.2683260337962,54.9262076611232,23.5589656599248,86.0178599562104,58.7350277387746,21.8621988567561,31.05761377409,17.6715837515138,24.2457616478343,42.0690028423882,71.450430850435,8.60594564725286,18.0144461618297,20.3692876339834,12.1924010455488,14.06260676187,72.9344667889852,29.7391266501982,42.1806541971571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.388815,1330972,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69911308836924,6.01718967860531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.316168134551,21.4151975873765,29.1387501473887,32.3642321086346,32.0558057834717,39.884359726695,34.6827059875408,78.1760624744917,50.7893657733733,24.923743123779,36.7917910329161,9.11563075000226,14.5048975966914,58.0432675780125,75.127408172289,8.39073386870705,13.6265239565308,26.3396895860452,9.15120270150191,25.3147286806033,73.6071558766443,29.5168777713392,43.9728820116294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.092058,687600,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3.97136965049589,4.64990720588581,0,0,-44,0,0,-0.0999999999999996,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9644438249966,22.0837807365069,28.2049718619758,29.1346127553596,32.620757379502,44.2173461860044,19.513446195049,72.7490420475472,51.1487813091979,21.1935809677757,31.7313248808691,9.16348870087942,11.987259518757,63.1730892436604,88.6583023127696,10.5597370842275,18.2601361260644,22.2430989120972,10.4325625244875,12.5311239596098,73.0929540014459,27.5871736198634,34.2345168480181,0,0,0,0,0,0,0,0,0,0,0,22.8563452156535,0,0,12.5107344675769,0,0
1.923809,687985,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.36225133136766,5.62059591833533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.898547865252,19.1101345037845,29.1031557713562,29.5163316224756,31.3962800715184,41.2607642069538,49.4992520610517,78.079212013406,62.4236250393277,23.9218939747459,28.6498331520118,11.4612082772826,15.5517328629785,49.4843656608397,71.1892992024733,7.94404064623929,21.2206535838288,18.9837228663503,10.455661745049,14.4184656841306,79.2570934322358,31.0114018172674,44.9888192522353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.512334,687995,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.761274,0,0,0,0,0,1,5.35855543103058,4.7768387892405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3048084790893,19.6123199651161,25.8149051178246,33.9660462926151,34.5337493956325,48.8818675099251,36.2485318004696,73.3444162082331,51.1947897242955,25.1226097673843,30.0070254360584,11.9534601410783,17.7920276439592,44.2186127024942,77.5930268713434,10.4260186589592,17.4029782912311,27.8809671644329,13.3428187110708,21.4786481087399,65.1115605106595,25.1690370851123,37.1799365848058,0,23.0397566673016,0,0,0.632486993598,0,0,0,0,0,0,0,0,0,0,0,1
4.331812,687997,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4.05466972445548,4.77628868674255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.1,0,0,0,46.2649339117842,15.9922620173217,26.2844542611395,26.1207517752001,27.9572406182433,35.7770584900702,34.7611772802355,73.0848369726833,45.8665167444175,21.8906898324868,32.3905463566776,10.4194896194073,13.9554550043798,54.6865402492447,80.7635962324701,9.38522914525804,15.5760126612323,26.3929076857012,10.7130374536311,12.3726835904375,71.6423824909936,27.6325645560784,32.3242923870754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0178069312011,0,0
-0.129594,688001,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.12244041953595,4.34484703555676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.469038886965,17.7021641893547,28.3643683189896,32.0942127019009,34.298046999025,46.8495588599519,34.746694941086,76.0780064562842,44.4266961748503,23.6839130570553,27.2203970563999,10.2316476730609,16.3493233493126,58.446452556191,88.2503642507482,8.92235351901793,17.7635399394218,22.1091440764663,11.3109164624848,15.5558536494493,68.3843844207999,28.030375930095,34.3544723150647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.336809,688006,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97408456197371,4.56010192229989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9530585459132,13.4297483273428,27.7564422369384,29.5871545136352,33.5401389974679,36.9416297153227,25.8650950809589,75.6141959937423,52.1765452361356,23.5786060405399,40.1399712646809,15.7020944826623,18.1702133653714,51.0455595169986,80.9432583847754,9.04288075769271,18.629563086651,21.0071940304243,10.4384637506144,17.821318853626,67.4898217121659,29.0657936230648,31.9060681660619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.281081,688014,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4.57246332473641,4.13191146040746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42184894370293,0,0,0,0,0,51.6333836942448,14.8799054432637,26.637561231505,28.9953276933276,34.1771190301134,40.7287882266519,23.4648888377723,77.7202908424102,48.8246707445172,22.7802588725554,39.2603827504299,9.60306793683736,14.8734966023839,58.1419681976261,75.9629261670371,9.79654974265257,18.5725061726727,30.1183144620909,11.3271529114446,19.0064677269081,79.0216304143358,30.4618475749745,30.3040846126636,0,0,0,0,0,0,0,0,0,0,0,15.698944831789,0,0,0,0,0
0.976121,688023,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84350465908555,5.2225786269515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6385598423589,19.8807633136709,27.2853116498649,29.9236314420122,31.2517971891095,39.6360561590507,61.5289565980523,78.3094348279443,63.0053232381053,24.7538179152757,40.9098406648861,11.7611527016643,22.1462358220783,62.6562347053045,80.1063358600477,8.24846578164442,15.4940004394668,18.7696615821318,11.3554046541217,14.3109153039943,69.9695886664008,30.2103678542011,40.3210372049582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.824483,688026,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.40478785474938,0,0,0,0,0,0,1,4.2695111949703,5.30415603210023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9855910929936,17.5397746659204,29.1610329280801,29.0659787166778,32.3065016503143,39.6411587155179,34.9292589653853,80.052588474176,55.3391620082932,22.7196213004489,33.9279047535814,10.563148862101,13.7889160146484,48.1070820544798,53.3027796583872,8.92297645471606,21.8019786917228,24.1557150555934,14.0550185226249,20.2419430940104,62.427092317301,26.4473034687119,37.0438850001877,1,0,0,0,0,0,0,25.3685882470649,0,0,0,0,0,0,0,0,0
1.88272,688027,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.801533,1,0,0,0,4.68546146878307,3.57438811627783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5513095176471,16.5903665834388,29.2356177203382,28.4027772632124,29.8624196239056,45.0434118715899,27.3228246326508,67.6154664540094,48.6691166119462,21.9097714559509,29.7608463056522,10.2871609590651,15.6352114117381,71.8629423083673,81.7577125077569,7.78437082672922,19.931893149453,23.1392861933281,10.6566717577797,11.7746373269757,60.6972743480401,25.3652877667877,23.5454618269429,0,0,0,0,0,0,0,0,0,0,0,0,17.1912733750998,0,0,34.1619500238537,0
0.91819,688031,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.76367133833933,0,0,0,0,0,0,0,0,1,0,0,0,5.23959596482429,5.25944947227588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5298600486647,18.7093724708371,25.3384094552888,24.9074969257302,27.8176236054206,34.7289909016968,48.6512576240119,77.6663706312535,61.4167055966413,23.3234645633761,39.7297631235956,12.202051005044,17.1199051915698,50.8852569782653,76.5176169619318,8.47524143498411,18.9780547317789,25.4716211753702,10.894174092076,14.1599803010063,68.5478359969668,27.6568685953795,40.4320384345515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.348118,713899,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.11190729243411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14165383201405,4.76113605150363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2693578798062,22.6713863956793,26.5682782143697,32.5411740290677,28.6905464534885,39.403106289211,44.3441304857282,83.3938744137282,58.4522656147809,27.4033355152109,30.7324059124075,11.7283223750489,24.0374502610677,44.1719660120688,73.4382327486213,8.65544969127715,20.9333804508027,22.0791524043874,10.6510645302082,15.0482742950009,65.7961656811139,28.1287964119998,33.3555216922419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.558527,724855,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4.04087126885,4.73793404331708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56,-2.56,0,0,0,0,0,0,0,0,0,7.14287958460529,0,0,0,0,0,47.4251699523523,15.8475944328771,28.9195935393154,26.581040788858,29.6236655645602,58.9180511027706,32.6485967388735,66.8635636555042,49.554165582343,23.7726604540092,47.4127240367452,11.2758100022538,19.6989015281135,57.6154391470971,79.3738687509784,9.10159587735902,20.5473129005068,24.2106597953079,10.533046287361,12.2226565356844,64.8433763865105,29.2607716360251,36.9836971753773,0,0,0,0,0,0,0,0,0,0,0,25.2624140807893,0,0,0,0,0
0.959182,724872,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61112685037159,4.25917408720786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8822941678549,26.7657582307455,25.9076371612573,23.7738826320207,28.0662324680924,37.9891845838015,28.8772352266215,69.1046831135578,50.6954934313359,20.6037715535198,37.9946086236026,9.52075872603407,15.0747007080955,64.6834703580973,82.2967009838307,7.52230036810964,21.9068869970238,21.3174219060898,12.8535607997702,11.9359939096805,58.978235802807,25.9398121835657,28.5593753754268,0,0,0,0,0,0,0,23.6769110902043,0,0,0,0,0,0,0,0,0
0.685303,753547,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86799906132423,5.39692347642048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1591384092879,17.5182014770112,27.7348657757096,28.4519251858983,31.7030648210716,42.8518884434155,40.6280121254321,78.9877946565305,63.8826301658939,22.608801914693,31.2212808264048,9.82954567638535,14.0248945402852,74.5515742526444,86.1909061198483,8.07217840584134,23.1232648904303,21.2994411324451,10.3285889672662,14.8521550091984,66.9343032205968,28.8717279014133,37.813355403999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.604035,753565,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.36293643498584,5.59486741238501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3098398985575,17.4482091337742,27.4103581567012,32.0848906183445,35.6907666671275,55.9612744978272,42.2567778570898,75.8267213492212,54.7198058144626,25.4046961198507,35.7169172505291,12.7548024577285,17.8925430416156,53.7904061853958,77.2382283581274,8.60422458462718,13.1803144626661,24.4676037852886,14.0385609306725,22.1921216945203,73.3353135760724,33.1587689141248,41.4024355950656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.056514,753589,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.73407658046484,4.05066954205926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7288983464295,18.8857850179445,22.2908476912056,23.8984961195081,24.3915793736147,32.9337546271544,27.7338977827663,69.812551754164,43.4628675216108,20.8160447187012,37.8924992547922,9.04611053206624,13.6035523608145,52.9675462381546,79.0697862469791,8.70316056646742,13.6447486132875,21.2505981452587,9.45739689042417,12.5531007973093,61.3945557742847,23.1599586003567,27.2262979063808,0,0,0,0,0,0,0,0,0,0,0,10.0709959915439,0,0,0,0,0
0.986621,753594,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.50183194618604,4.44052532026491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1533419488462,20.0833499920409,29.2083822733152,29.2903863117514,30.6423517466595,41.3205174190742,36.3991072066348,77.0836992927602,61.5618254791809,22.7432515380107,30.100134022437,12.6229747136307,19.7893991961991,53.2997402716591,82.0535249414698,8.42359277323392,19.3657909938884,20.19707194148,11.9119821303069,17.2789068229802,71.8491971969262,32.0340079861818,30.5138951634682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.914834,753607,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.1457303881505,3.5409856142672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.189390945016,16.7293703836497,24.0552523905227,26.4710610491856,31.6800050812078,35.5478498212314,18.4118295091185,71.1261309849036,39.6595419039333,22.2899110850726,38.0745633843742,10.9125825159667,13.9921978192273,55.1579367352835,76.4518786062352,8.73291876554474,16.359307218398,24.696672488292,10.4152553788118,19.9561104452795,53.4716582086892,19.880841449359,24.5965577971922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.150289,905949,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3.46162432380886,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9575830579973,4.23935725576377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.710001447076,15.2117868863137,24.8685124693081,26.089425856332,26.9640466945296,59.3555559699052,22.0305386078334,61.8267002201741,46.2361198658262,23.0952133389452,41.4366228959697,8.94797172401758,14.4712265874971,49.1689066078726,81.0300385523563,10.7707600846605,15.6707023964074,20.0399060727307,11.501229732021,14.7603070422467,73.476873020593,26.6593829641165,30.6553794216395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
