IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_804,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_363,PKA_190,PKA_190_CHA,PKA_190_EXP,DOM_Myosin_head_EXP,DOM_SH3_1,MUT_CDC42BPA_EXP,MUT_CDKL5,MUT_CDKL5_EXP,REC_R_HSA_2730861_EXP,REC_R_HSA_74885,REC_R_HSA_74885_EXP,PWY_R_HSA_111465,PWY_R_HSA_8864260,PWY_R_HSA_8878171,GO_0006357_EXP,GO_0008283,GO_0030900,GO_0030900_EXP,GO_0043547,GO_0048015_EXP,GO_0048170,EXP_MAP3K20,EXP_STK38,EXP_RPS6KB1,EXP_ATM,EXP_NEK11,EXP_BMPR2,PKA_111_EXP_X_Fingerprint_643,PKA_114_B62_X_Fingerprint_363,PKA_214_HYD_X_Fingerprint_818,PKA_228_EXP_X_Fingerprint_363,PKA_228_X_Fingerprint_363,PKA_235_CSV_X_Fingerprint_363,PKA_235_X_Fingerprint_363,PKA_235_X_Fingerprint_776,PKA_239_ENG_X_Fingerprint_363,PKA_264_CSV_X_Fingerprint_363,PKA_264_ENG_X_Fingerprint_812,PKA_264_ENG_X_Fingerprint_818,PKA_48_ASA_X_Fingerprint_672,PKA_48_CSV_X_Fingerprint_672,PKA_48_ENG_X_Fingerprint_672,PKA_48_X_Fingerprint_672,PKA_72_ASA_X_Fingerprint_672,PKA_98_ASA_X_Fingerprint_363,PKA_98_ASA_X_Fingerprint_776,PKA_98_B62_X_Fingerprint_363,PKA_98_B62_X_Fingerprint_776,PKA_98_CSV_X_Fingerprint_776,PKA_98_ENG_X_Fingerprint_363,PKA_98_ENG_X_Fingerprint_776,PKA_98_EXP_X_Fingerprint_611,PKA_98_HYD_X_Fingerprint_363,PKA_98_HYD_X_Fingerprint_776,PKA_98_VOL_X_Fingerprint_776,EXP_MAP4K4_X_EXP_FADD,EXP_STK25_X_EXP_GOLGA2,GO_0001934_EXP_X_GO_0019221_EXP,GO_0008284_X_GO_0051402,GO_0032212_EXP_X_GO_0051402_EXP,GO_0048661_EXP_X_GO_0070059_EXP
3.415603,908451,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.83862263826996,0,0,0,0,0,0,6.85335288015603,7.90358678880641,6.12013383618426,6.35423390639306,3.43693861306417,4.55661495821168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9880692749216,27.7710763244938,0,0,0,0
3.288051,909253,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3.87839150437782,6.92005527166335,5.69086626845085,5.71262010333457,3.66250961430907,4.77733985994548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.205326943706,22.867336712195,0,0,0,0
2.703886,910688,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92387965873696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76419655955002,6.19808360593378,5.47843584835503,6.29947841821559,3.31369820918729,6.09308623596211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1098827998842,28.0576121842067,0,0,0,0
2.447628,910710,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.06917966517844,0,0,0,6.30956779723471,9.56079718571122,6.13654098640375,7.19166643172316,3.33131703535144,5.96729931474965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3597407406988,27.622711120555,0,0,0,0
2.441808,910947,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59863328340085,7.07563612157044,5.74153473359302,6.33913570865485,3.30122298736864,5.22429523050579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.4571536673524,28.9456868622402,0,0,0,0
2.423446,910951,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.14835704992908,1,0,2,4.81551968459545,3,1,3.66402173266779,0,7.96899769013054,0,5.17721627484377,7.34908536137515,6.4668502190936,5.4443057324968,3.37850013603955,5.03605955724726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7686944320474,31.2833025752433,0,0,0,29.9497273142789
3.185284,1330931,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,17.300761461763,0,6.33593936019372,7.30639423464249,5.79123951318489,5.28240591374362,3.54962288841139,6.94938098432609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3205545578307,29.714064469721,0,0,0,0
3.488096,1330942,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39285119013334,0,0,0,0,12.1590652563634,0,0,2,0,2,0,0,0,0,0,3.49041987577195,0,5.34786999587038,7.17704804295277,5.83187617032323,5.89969172097412,3.57784487374418,5.73492837464363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0434204036371,21.7693901450836,0,1,42.440243041619,0
1.076319,1330947,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.45084640039246,0,0,0,0,0,1,2.96568562589892,0,4.42357513881502,0,5.80493403854951,7.5047736328751,6.02377838561139,6.0828974883862,3.58984367671399,4.89364720466402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.1216832345016,29.7624877416267,49.5565917356522,0,0,31.923285162001
2.811817,1330985,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60733692157525,0,5.96467589382994,7.67862995051504,6.43246407026331,4.4564779585718,3.68766569971292,6.81198548490054,8.34146893959731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8124161063266,32.5549402642612,0,0,0,0
2.023065,905938,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.71414044894356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42491725686758,6.81627220463205,5.59839339886097,6.02735578260749,3.51453387632295,3.51498844669544,0,0,0,0,0,0,0,0,-2.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9158203513093,30.2893632985656,0,0,0,0
-3.526625,906855,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.87524976699408,0,6.07363893782948,8.46965519660254,7.49512806955811,6.82499785254522,3.4985837213279,5.72977209459403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5529047916969,26.7784324014488,0,0,0,0
-6.063074,906856,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3.17247877141532,0,1,0,3.65076752373804,1,0,0,0,11.5952892732008,0,6.68238539432632,8.02460377128471,6.32385237406626,7.88406932785617,3.49418495835483,6.52335831933851,0,0,0,3.30612510296507,1,0,0,0,0,0.82935,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.3940552168364,32.0549318194093,0,0,0,0
-1.367,906870,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6.49502066004526,0,6.53095523112784,8.02412362889688,6.57666654577535,6.60732233827524,3.45896751579989,7.24830633085785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2042903289179,30.62833536579,42.1852933744148,0,0,0
0.79847,907280,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70094338753213,1,0,0,0,0,0,4.97888994029374,7.5592478736874,6.10039622395464,5.90523423947297,3.54680265899892,3.85463098100963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2,43.2,-2,-2,0.636656,-4.332,-4.332,6.34279742631741,-1.87,-1.87,63.1,41.4027674138166,28.845930230971,12.6775151874466,0,0,0
1.203519,907300,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.45829223633159,6.36734958019515,6.1241314646319,6.22056537761143,3.44985021448763,4.05628813175337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2,43.2,-2,-2,0.636656,-4.332,-4.332,4.98835544900253,-1.87,-1.87,63.1,33.146133650022,25.5958001166776,0,0,0,0
-6.346222,907311,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80271751863384,0,0,0,0,0,0,6.97383271208494,7.76213220734688,6.55949324097625,7.24058616614027,3.51631313758125,6.32254971701772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.253417189034,31.2211472940385,0,0,0,0
-5.771901,907783,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.92441703642464,7.79758099454753,6.42601250014429,7.24866956021768,3.60761616530085,4.69906567347829,0,0,0,0,0,0,0,0,0,0,0,0,18.1,0.826926,-1.962,1,-42.9,0,0,0,0,0,0,0,0,0,0,0,53.2439825696238,25.9478455344358,0,0,0,0
-5.899216,908126,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3.61641242167801,0,0,0,0,0,0,0,0,0,0,2,0,0,7.05094184073817,8.24880987424514,6.50512546356236,5.3671053705537,3.42263642715638,5.52986504681842,0,3,0,0,0,0.685743,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9689373624302,34.2622393315031,0,0,0,0
1.691065,908148,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.96284289307475,0,0,0,6.27218308136879,7.2167976286413,6.93687818425401,6.18190940083587,3.27979527495765,6.14006208015683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0087176361804,31.1344774994947,0,0,0,0
1.104211,908448,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.92620332222664,8.13084856808763,7.25247489804067,6.61279639281842,3.25492220253733,7.06553903244998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6010551422179,29.5832215715299,0,0,0,0
3.591188,908451,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.83862263826996,0,0,0,0,0,0,6.85335288015603,7.90358678880641,6.12013383618426,6.35423390639306,3.43693861306417,4.55661495821168,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2,43.2,-2,-2,0.636656,-4.332,-4.332,5.6946632833244,-1.87,-1.87,63.1,56.9880692749216,27.7710763244938,0,0,0,0
1.663222,909253,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3.87839150437782,6.92005527166335,5.69086626845085,5.71262010333457,3.66250961430907,4.77733985994548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2,43.2,-2,-2,0.636656,-4.332,-4.332,8.05226979162191,-1.87,-1.87,63.1,50.205326943706,22.867336712195,0,0,0,0
1.333564,910688,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.92387965873696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76419655955002,6.19808360593378,5.47843584835503,6.29947841821559,3.31369820918729,6.09308623596211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1098827998842,28.0576121842067,0,0,0,0
-4.80392,910710,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.06917966517844,0,0,0,6.30956779723471,9.56079718571122,6.13654098640375,7.19166643172316,3.33131703535144,5.96729931474965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3597407406988,27.622711120555,0,0,0,0
