IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_704,Fingerprint_702,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_643,Fingerprint_635,Fingerprint_617,Fingerprint_611,Fingerprint_363,PKA_153_CHA,MOT_2D_linker_CSV,PWY_R_HSA_8848021_EXP,GO_0007257_CSV,GO_0014068_CSV,GO_0016477_CSV,GO_0045765_EXP,GO_2001240,SFAM_Alpha_Unclassified_EXP,EXP_FAM198B,EXP_MINK1,EXP_LIMK2,EXP_ANKK1,EXP_WNK4,EXP_ROCK1,PKA_146_EXP_X_Fingerprint_698,PKA_153_POL_X_Fingerprint_576,PKA_153_POL_X_Fingerprint_611,PKA_73_ASA_X_Fingerprint_644,EXP_AKT1_X_EXP_ADCY2,EXP_AKT1_X_EXP_APAF1,EXP_AKT1_X_EXP_NF2,EXP_CDK4_X_EXP_CDC25B,EXP_CDK4_X_EXP_HSP90AA1,EXP_CDK4_X_EXP_MLH1,EXP_CDK4_X_EXP_RPA1,EXP_CDK4_X_EXP_SUPT3H,EXP_CDK9_X_EXP_CCND2,EXP_CDK9_X_EXP_LARP7,EXP_CDK9_X_EXP_NELFA,EXP_CDK9_X_EXP_TCEA1,EXP_LIMK2_X_EXP_ACACB,EXP_LIMK2_X_EXP_CDC42,EXP_MAP2K7_X_EXP_FAS,EXP_MAP2K7_X_EXP_MYC,EXP_MAP2K7_X_EXP_VEGFA,EXP_MAPKAPK3_X_EXP_HIST1H2BJ,EXP_MARK2_X_EXP_SLC3A2,EXP_MINK1_X_EXP_CHRNE,EXP_NEK7_X_EXP_NUP107,EXP_NEK7_X_EXP_NUP160,EXP_NEK7_X_EXP_TOP2B,EXP_OXSR1_X_EXP_SLC22A13,EXP_PRKCA_X_EXP_ATF2,EXP_PRKCA_X_EXP_CALM1,EXP_PRKCA_X_EXP_GNAO1,EXP_PRKCA_X_EXP_GNGT2,EXP_PRKCA_X_EXP_HSP90AA1,EXP_PRKCA_X_EXP_JAM2,EXP_PRKCA_X_EXP_LEMD3,EXP_PRKCA_X_EXP_PLCB2,EXP_PRKCA_X_EXP_PPP1R14A,EXP_PRKCA_X_EXP_YWHAG,EXP_STK24_X_EXP_PPP2R1A,EXP_STK24_X_EXP_PPP2R1B,EXP_TGFBR2_X_EXP_FBN1,EXP_TGFBR2_X_EXP_NEDD4L,EXP_TGFBR2_X_EXP_PPP1CC,EXP_TGFBR2_X_EXP_SMAD6,EXP_TGFBR2_X_EXP_XPO1,EXP_TGFBR2_X_EXP_ZFYVE16,EXP_TRIB3_X_EXP_TGS1,EXP_WNK4_X_EXP_KCNJ1,GO_0000187_EXP_X_GO_0001525_EXP,GO_0001764_EXP_X_GO_0034613_EXP,GO_0001764_X_GO_0009267,GO_0002250_CSV_X_GO_0007169_CSV,GO_0006897_EXP_X_GO_0030182_EXP,GO_0006897_EXP_X_GO_0070372_EXP,GO_0006897_X_GO_0045944,GO_0007030_EXP_X_GO_0048013_EXP,GO_0007030_X_GO_0070372,GO_0016242_X_GO_0035556,GO_0031098_X_GO_0048812,GO_0035556_EXP_X_GO_0051966_EXP,GO_0035556_EXP_X_GO_1901215_EXP
-0.182166,910904,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.958135692,0,0,0,6.408547045,0,0,3.484199698,4.25994145,6.277677292,2.835528413,2.934898995,3.11188332,0,0,0,0,15.61276509,17.63055309,21.28102304,54.86260778,86.83895788,43.2855839,66.91014099,35.32481129,26.87273654,40.04161366,27.97626161,54.47523739,22.23401834,26.88279454,19.40338381,47.21374275,25.34928294,22.74357466,40.2126082,15.20642948,72.41677921,45.42855922,62.44131594,20.37985249,15.82641547,38.26141303,11.90993811,11.69082988,34.62215319,11.20717651,19.08850225,11.44690835,11.59684067,18.68824238,37.77279263,23.02544916,16.172193,32.79026861,58.94626034,30.24186184,46.31858586,19.91246711,51.64610456,8.713323548,13.91250896,0,0,0,18.95735175,18.95735175,0,32.86986071,1,2,0,18.66539563,18.66539563
-2.711696,910916,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.84289,0,0,0,3.675493369,4.728053778,6.264164014,3.343102843,3.001894738,3.25428087,0,0,0,0,12.72899576,14.8875235,17.02659634,52.12728653,72.20338884,35.28449087,52.47137992,30.67138579,22.86033744,45.40543965,28.61467673,59.31249185,22.22034405,29.82430372,21.36907992,48.43889888,28.55721974,15.56404099,43.57560547,17.58532971,60.87137812,38.05936524,54.88473111,20.28729175,15.26666335,35.75017371,10.99913099,10.70681321,31.77122976,10.75710158,16.68908991,11.00293819,10.75915731,17.06051856,31.0466201,19.2593439,13.87100806,24.90115499,50.95179052,14.65737477,40.93787884,19.55472312,44.55473276,9.00772884,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.185551,1240121,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.042007053,4.947891633,5.872549955,3.204383743,3.380330758,3.552107258,0,0,0,0,13.8612092,16.96057103,21.07664623,50.36769622,72.45518089,36.18060255,56.30830799,34.05439301,39.52898128,39.97612436,29.58453648,53.04916676,22.10967465,26.701454,30.35643005,52.11536242,27.77517459,26.35951328,34.31117793,17.56888525,54.36925266,37.241747,47.07773412,26.78835052,14.69624454,35.16774015,11.51821535,10.78862008,32.17983425,11.31731211,16.17872573,10.67895778,12.10448201,18.1636807,37.84733457,22.17239036,11.60089699,26.04722307,41.7734949,12.97400207,33.27611375,13.96581228,42.84181293,10.81048141,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.91032,1240122,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.454153,0,0,0,3.413231614,4.972956619,4.910404237,2.882428966,2.779421412,2.906791136,0,0,0,0,13.74377835,15.89911693,21.24010623,61.83331404,92.91034699,44.78480144,69.41459314,39.04906825,37.57304927,42.86060013,31.18489086,45.39145046,17.30238456,23.77654288,23.04776296,50.75376065,21.62302798,23.44160766,38.11973744,17.43912619,64.2579072,41.99954863,59.50642579,23.10734579,14.01363219,37.59707007,13.05774099,12.47377879,38.3791978,11.69534921,18.8963246,12.0226802,12.74245973,19.11952281,33.16914516,24.89329984,16.02294926,32.11827627,55.20380659,17.03006963,45.39052738,18.37919659,44.1171116,8.156055871,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.436898,1240140,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.692127,0.692127,0,0,3.692215835,3.163407775,4.69793628,7.242212989,3.082683243,3.072060993,3.20392214,0,0,0,0,12.23289129,14.06703352,15.92631619,26.75779511,67.38806383,35.89030764,56.08439683,28.719916,19.34311709,44.80912092,34.07597585,49.56047024,28.20365259,31.75449201,19.93976986,51.85704641,27.00601661,16.42236998,35.89488896,18.71650369,59.36650702,38.17783328,56.99480397,19.16719743,15.83261586,32.99038621,10.64275239,10.26547697,28.54311693,10.7405073,17.14050742,10.07352668,10.69869444,16.18189062,34.08077486,40.33834489,11.1058445,20.73298754,35.40260743,15.91385906,31.34259372,13.78891297,31.96670388,9.239873026,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.636485,1240162,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.006833325,4.518150372,4.719366117,2.837354174,2.942976882,3.323909919,0,0,0,0,13.03353188,16.10118805,18.54090114,52.80168619,85.09017207,46.17979904,63.17397433,38.52067669,17.47155904,42.94121637,32.96791432,51.95533197,16.44673112,20.83788902,18.56018365,40.6464093,20.36887762,21.57088381,35.01400694,15.27951683,69.23670008,49.0472417,63.40324881,24.08413215,19.03268265,39.46359568,13.56752376,11.46848041,34.63777172,11.65357547,18.89584347,11.09638701,11.33764476,20.03606061,30.50035862,20.77023876,16.65253442,32.38275728,54.90317966,18.97618602,48.08185454,18.8959563,33.2859044,9.235027157,0,0,0,0.298717996,0,0,0,0,0,0,0,0,0
-0.53322,1240196,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.091399204,4.188792947,4.668293395,4.903445212,3.04030698,2.974235358,3.018093315,0,0,0,0,12.4472032,15.16838994,20.02987019,53.61187509,92.35180858,44.24189531,65.5869123,35.06146808,29.96446031,43.47437876,27.24828868,50.9296566,17.31627429,23.01996842,26.72747133,41.79610295,15.77048197,21.65148539,35.37224031,16.06464653,70.37322705,43.56259004,66.17287045,20.3657506,15.75291195,42.51625088,13.08510856,12.71675308,41.40243432,12.99318318,20.10303567,12.74560357,18.05939781,18.5184141,31.81771487,22.44829475,17.60148825,30.85495806,66.46087812,25.26246941,55.07415478,22.60027458,42.91949531,8.837313253,0,0,0,0,0,0,0,0,0,0,0,0,0
2.199384,1290724,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.440414055,4.03593894,3.889061527,3.00451299,3.000418129,3.353255613,0,0,0,0,13.57606683,16.30268713,23.69111952,65.11775425,88.05048448,45.91972674,60.54684753,37.41111113,15.37168195,41.61042551,29.23167016,49.53838397,12.91754765,17.43305578,20.3196539,45.18418427,29.16454171,17.01673007,28.19495523,13.22911533,71.05046358,39.82477497,73.45615017,26.09782028,21.88553127,48.64094729,16.36578229,15.12158105,46.15177144,23.81041779,22.40670006,15.37947411,14.00381408,26.63160237,29.08757675,21.6614963,28.8271537,37.58650605,59.51586455,19.70672974,48.25297435,24.48868305,37.06089399,8.683137,0,0,0,0,0,0,0,19.56671488,0,0,0,37.20066899,0
1.672929,1298529,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.941279377,0.790234,0,0,0,0,0,6.070851975,4.425016348,4.536027023,3.101112897,3.000462501,3.338814769,0,0,0,0,14.41333605,17.39961828,24.29346657,57.95867716,93.82201816,51.80837279,71.13528826,32.8128697,15.02235878,38.97403194,22.0583546,41.45486661,16.30546169,22.30621291,24.0989665,40.95180503,22.34247432,20.33308215,21.1954509,18.31681402,82.56936249,47.6620912,85.43683594,26.95486131,21.56287782,47.31401784,14.27341402,12.74710349,42.8326096,16.94875788,20.45867003,15.31184278,14.53143432,20.22547025,26.6452977,16.9085684,37.15298354,35.56072316,63.80068453,23.77630722,53.26367421,21.32741299,28.99862601,9.367177678,10.00390193,0,0,0.624469775,0,10.00390193,0,0,1,4,0,35.87680554,35.87680554
-1.896026,1299050,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,7.136624894,0.548647,0,0,4.421469322,1,3.27954395,3.600170361,4.615449953,4.437868544,2.885758055,2.950156972,3.264002171,0,0.5,0,0,13.71960398,15.65466119,19.71599231,54.93577211,92.30014829,47.32684461,71.35445031,40.30712906,22.98553438,43.66527107,28.7446714,51.48662764,16.32876895,18.97889557,21.44328071,48.97026624,21.46889577,23.28175837,34.64945606,17.68342952,67.20762488,46.83287033,59.49111672,24.53418939,18.89985449,40.17134483,12.21874805,12.30892182,38.00717598,11.53454673,17.4710457,11.95261093,11.7201633,19.77958124,31.54590132,24.78569369,16.16328215,37.93882724,59.36771986,25.24728425,50.64852754,21.33988129,34.48772089,8.589165371,0,0,0,0,0,0,0,0,0,0,0,0,0
0.661007,1299052,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4.530169695,0,0,0,4.530169695,0,0,3.322760475,4.348787357,4.486354968,2.909528998,2.826228358,3.243831624,0,0,0,0,15.05354136,15.21489388,16.88432985,56.0705588,84.23801146,44.49250434,74.15093175,40.49101317,15.60684515,39.89498882,29.20747288,44.61306557,16.35481237,21.4115083,14.49383336,44.42235016,20.67222428,15.02005831,30.15099143,16.38705866,64.4746168,43.68321017,71.40924883,21.64460527,14.24965573,36.95009165,11.3799436,11.03984209,28.88843638,11.37383871,17.47167944,11.20596091,10.83478359,16.58678659,28.89434682,19.50658492,13.02046397,24.2047028,37.87117637,16.37518937,33.17068507,15.30920926,30.13244957,8.985694958,0,0,0,0,0,0,0,0,1,0,0,0,0
