IC50,Cancer,Drug,Fingerprint_833,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_779,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_656,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_617,Fingerprint_611,Fingerprint_576,MUT_MAST2,SFAM_MAST,SFAM_MAST_EXP,FAM_PKL_EXP,EXP_HASPIN,EXP_FER,EXP_SCYL1,EXP_TRPM6,EXP_NRK,PKA_141_B62_X_Fingerprint_776,PKA_141_CSV_X_Fingerprint_776,PKA_141_ENG_X_Fingerprint_776,PKA_141_POL_X_Fingerprint_776,EXP_BLK_X_EXP_CBL,EXP_BLK_X_EXP_DAPP1,EXP_BLK_X_EXP_PLCG2,EXP_GRK7_X_EXP_CCR8,EXP_LRRK2_X_EXP_RAB29,EXP_LRRK2_X_EXP_TFDP1,EXP_LRRK2_X_EXP_TUBB4B,EXP_MAP3K1_X_EXP_CD40LG,EXP_MAP3K1_X_EXP_NRK,EXP_MAP3K1_X_EXP_PLCG2,EXP_MAPK14_X_EXP_ACTA1,EXP_MAPK14_X_EXP_AR,EXP_MAPK14_X_EXP_ELAVL1,EXP_MAPK14_X_EXP_ESR1,EXP_MAPK14_X_EXP_FOSL1,EXP_MAPK14_X_EXP_IL2RG,EXP_RAF1_X_EXP_SCNN1G,EXP_SCYL1_X_EXP_AFTPH
1.508984,910780,1010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.045812661,5.913073811,4.259326808,2.875237838,2.781960979,0,0,0,0,13.75654218,8.611779365,9.22733977,9.051686809,19.90007719,19.99869862,34.28622795,30.28756733,27.73815474,31.6137155,17.03316462,15.78719902,39.07619632,16.1918747,17.43243305,16.19940822,21.45159314,24.75575437
0.213501,949171,1010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3.80143154,0,3.43384796,5.65505191,4.159541136,3.289320604,2.865788297,0,0,0,0,13.61958978,9.054267775,10.54380961,9.135378085,17.64502509,17.86420989,31.11057576,31.07102427,26.93333453,32.95100959,17.75155848,15.44838977,37.17956855,15.54454487,17.33554952,15.98927116,19.10546926,25.9439672
1.472216,949172,1010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3.622236098,0,3.790597483,6.600216818,3.854125252,3.023198615,3.008363788,0,0,0,0,13.92919115,11.14942211,12.7541854,8.325121443,22.63245768,20.99030738,36.4609921,28.91001923,27.59606802,36.00415207,17.02994137,15.41438452,34.22697067,14.91529162,15.51274321,15.21844991,16.69647269,22.57834672
0.321969,949177,1010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.065868447,4.617227257,3.860455015,2.919799748,2.854771105,0,0,0,0,12.24037927,8.708004924,10.56746737,8.744398555,21.69067982,20.94637612,35.59947164,22.87330597,19.88395589,25.04802558,17.01022708,16.56026603,40.23189266,16.54558493,17.1507074,15.74123698,18.35303277,26.16132948
1.439399,949178,1010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.678199378,5.92111336,4.018432114,2.958389798,2.723717008,0,0,0,0,12.04696621,8.764007596,9.671939808,9.542720827,22.68225441,21.76989571,34.7844425,30.61680275,25.26583927,29.9272917,17.10096601,15.35340199,40.99158639,16.01195695,18.46717464,16.01023448,19.92434674,23.11905781
0.393516,1240181,1010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.803164529,5.452023695,4.010249179,3.298390245,2.746242035,0,0,0,0,12.60612647,8.806781431,10.3757394,8.71135883,11.28338318,18.82980332,33.6831064,33.24191322,27.87370347,34.77929483,16.16218411,15.56366955,37.654598,15.75097221,15.81963934,15.34945874,18.27948039,23.41848658
3.003568,688086,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,4.4785875,6.159237731,4.054933001,2.95881721,2.763655239,0,0,0,0,14.50630991,10.1692779,10.05068031,9.536691946,13.86071824,21.3508702,36.98272306,24.08842803,20.34228916,22.25474415,15.19851376,14.03359459,35.83269458,13.99811851,15.10079355,14.21608537,19.2498904,24.33684154
3.436273,688087,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,5.51001936,0,3.295034677,6.535234437,4.083037664,2.925889033,2.789042302,0,0,0,0,14.67485222,8.742792046,11.01896551,8.591722075,12.44273112,18.66086071,30.89867933,25.35411092,22.71258434,30.60392499,14.79039806,14.55226925,33.43634738,14.87101839,15.55662715,14.52600247,16.57418463,26.80818756
2.462431,717431,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3.917086086,5.21811468,4.276805289,2.955795611,2.818540741,0,0,0,0,12.83724206,8.786151842,11.05870847,10.10769792,15.72228805,18.99221305,32.73021789,29.63897898,25.80604385,34.0706093,15.28196907,13.95607634,31.85342826,14.84753604,15.869886,14.32936832,18.47302664,24.75818551
3.036928,724828,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3.585650496,5.408320316,4.390325877,3.069178304,2.837606076,-3,0.786054,-9.941,-5.1,11.40481694,9.865022619,9.639808314,9.005697196,22.62851352,20.23892815,35.74868131,35.08936368,30.49262149,32.70650363,18.06711897,16.69202008,38.47763738,17.02221484,18.77436649,16.28296556,16.79460847,25.77307514
2.514098,753616,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3.17935239,6.315000135,3.963491508,3.047565261,2.820636189,-3,0.578771,-8.088,-6.8,13.18267185,9.026491855,10.51039266,9.342648061,18.22621584,18.34160487,30.84182634,31.57534206,28.10990824,34.98479733,17.25691955,14.54005453,35.42394422,14.55342159,16.31179808,14.61825168,18.38560967,26.04064931
2.663949,753618,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,6.932586011,4.157431125,6.204096401,4.083758501,2.794076555,2.797231459,0,0,0,0,12.75262573,9.152276363,9.015337775,9.752611422,20.53264423,19.46023376,31.83645532,24.00200254,21.35333074,23.0136169,17.08702075,14.20838033,35.10400455,15.94784961,15.94139352,15.00083922,20.54068526,26.15548824
3.718105,753620,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3.995572653,5.477221528,3.919147104,3.049815998,2.891905209,0,0,0,0,12.9704558,9.539951598,10.03116701,9.184856494,18.27636177,19.33695361,31.93912533,29.37467253,24.98614708,28.38783484,15.10357654,14.8674716,34.97582172,14.18735987,14.78176195,14.64015661,19.80283688,23.52354713
2.711325,907170,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,4.605443309,5.063510854,5.054356634,4.090063371,2.898629013,2.826020811,0,0,0,0,11.26156785,8.645559228,9.631655428,10.01353897,25.70191674,23.54630943,37.67555555,21.41708073,18.33240486,21.24075843,18.09670554,15.90450429,40.91927839,15.99818533,17.00237856,15.95267322,22.03420876,24.63494165
3.386424,907314,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,3.878066865,0,3.935271857,5.938098173,3.842977613,3.31585205,2.947377432,0,0,0,0,15.43678801,10.12427998,12.09880877,8.741863604,11.22563139,20.99540332,32.84475229,37.05716858,29.69782705,38.63828535,16.61617793,14.55672151,33.14915066,15.13946019,16.15024392,14.91355229,20.77874924,22.32856704
3.56594,908447,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3.583277505,5.954975638,3.861788189,3.054499444,2.849671033,0,0,0,0,12.15020502,9.002631042,11.95959724,9.186970341,14.15379003,18.71526539,31.68911723,35.95837689,29.99061041,41.20452011,16.0707921,14.46780163,33.45745377,15.23389387,15.67398775,15.08800309,19.54237166,23.22579204
2.63697,910780,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5.045812661,5.913073811,4.259326808,2.875237838,2.781960979,0,0,0,0,13.75654218,8.611779365,9.22733977,9.051686809,19.90007719,19.99869862,34.28622795,30.28756733,27.73815474,31.6137155,17.03316462,15.78719902,39.07619632,16.1918747,17.43243305,16.19940822,21.45159314,24.75575437
3.15221,949171,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,3.80143154,0,3.43384796,5.65505191,4.159541136,3.289320604,2.865788297,0,0,0,0,13.61958978,9.054267775,10.54380961,9.135378085,17.64502509,17.86420989,31.11057576,31.07102427,26.93333453,32.95100959,17.75155848,15.44838977,37.17956855,15.54454487,17.33554952,15.98927116,19.10546926,25.9439672
3.896922,949172,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,3.622236098,0,3.790597483,6.600216818,3.854125252,3.023198615,3.008363788,0,0,0,0,13.92919115,11.14942211,12.7541854,8.325121443,22.63245768,20.99030738,36.4609921,28.91001923,27.59606802,36.00415207,17.02994137,15.41438452,34.22697067,14.91529162,15.51274321,15.21844991,16.69647269,22.57834672
2.877827,949177,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5.065868447,4.617227257,3.860455015,2.919799748,2.854771105,0,0,0,0,12.24037927,8.708004924,10.56746737,8.744398555,21.69067982,20.94637612,35.59947164,22.87330597,19.88395589,25.04802558,17.01022708,16.56026603,40.23189266,16.54558493,17.1507074,15.74123698,18.35303277,26.16132948
2.736983,949178,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,4.678199378,5.92111336,4.018432114,2.958389798,2.723717008,0,0,0,0,12.04696621,8.764007596,9.671939808,9.542720827,22.68225441,21.76989571,34.7844425,30.61680275,25.26583927,29.9272917,17.10096601,15.35340199,40.99158639,16.01195695,18.46717464,16.01023448,19.92434674,23.11905781
3.419,949179,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,10.98196334,4.768727159,5.238839631,4.222663077,2.924202852,2.6982336,0,0,0,0,15.19028449,8.994465395,9.470025242,10.30863527,15.25268687,21.809263,35.4804503,30.76652785,26.20053556,29.0305024,16.84595257,16.27832339,33.97756313,15.43063563,16.41846286,15.25908053,23.22122607,25.4004813
2.591435,1240181,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,4.803164529,5.452023695,4.010249179,3.298390245,2.746242035,0,0,0,0,12.60612647,8.806781431,10.3757394,8.71135883,11.28338318,18.82980332,33.6831064,33.24191322,27.87370347,34.77929483,16.16218411,15.56366955,37.654598,15.75097221,15.81963934,15.34945874,18.27948039,23.41848658
-0.398221,688086,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4.4785875,6.159237731,4.054933001,2.95881721,2.763655239,0,0,0,0,14.50630991,10.1692779,10.05068031,9.536691946,13.86071824,21.3508702,36.98272306,24.08842803,20.34228916,22.25474415,15.19851376,14.03359459,35.83269458,13.99811851,15.10079355,14.21608537,19.2498904,24.33684154
-0.040726,688087,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,5.51001936,0,3.295034677,6.535234437,4.083037664,2.925889033,2.789042302,0,0,0,0,14.67485222,8.742792046,11.01896551,8.591722075,12.44273112,18.66086071,30.89867933,25.35411092,22.71258434,30.60392499,14.79039806,14.55226925,33.43634738,14.87101839,15.55662715,14.52600247,16.57418463,26.80818756
-0.066449,717431,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3.917086086,5.21811468,4.276805289,2.955795611,2.818540741,0,0,0,0,12.83724206,8.786151842,11.05870847,10.10769792,15.72228805,18.99221305,32.73021789,29.63897898,25.80604385,34.0706093,15.28196907,13.95607634,31.85342826,14.84753604,15.869886,14.32936832,18.47302664,24.75818551
-1.216632,724828,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3.585650496,5.408320316,4.390325877,3.069178304,2.837606076,0,0,0,0,11.40481694,9.865022619,9.639808314,9.005697196,22.62851352,20.23892815,35.74868131,35.08936368,30.49262149,32.70650363,18.06711897,16.69202008,38.47763738,17.02221484,18.77436649,16.28296556,16.79460847,25.77307514
-0.256657,753616,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3.17935239,6.315000135,3.963491508,3.047565261,2.820636189,0,0,0,0,13.18267185,9.026491855,10.51039266,9.342648061,18.22621584,18.34160487,30.84182634,31.57534206,28.10990824,34.98479733,17.25691955,14.54005453,35.42394422,14.55342159,16.31179808,14.61825168,18.38560967,26.04064931
-2.942782,753618,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,6.932586011,4.157431125,6.204096401,4.083758501,2.794076555,2.797231459,0,0,0,0,12.75262573,9.152276363,9.015337775,9.752611422,20.53264423,19.46023376,31.83645532,24.00200254,21.35333074,23.0136169,17.08702075,14.20838033,35.10400455,15.94784961,15.94139352,15.00083922,20.54068526,26.15548824
-2.128061,753620,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3.995572653,5.477221528,3.919147104,3.049815998,2.891905209,0,0,0,0,12.9704558,9.539951598,10.03116701,9.184856494,18.27636177,19.33695361,31.93912533,29.37467253,24.98614708,28.38783484,15.10357654,14.8674716,34.97582172,14.18735987,14.78176195,14.64015661,19.80283688,23.52354713
0.876959,907170,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4.605443309,5.063510854,5.054356634,4.090063371,2.898629013,2.826020811,0,0,0,0,11.26156785,8.645559228,9.631655428,10.01353897,25.70191674,23.54630943,37.67555555,21.41708073,18.33240486,21.24075843,18.09670554,15.90450429,40.91927839,15.99818533,17.00237856,15.95267322,22.03420876,24.63494165
-1.049504,907314,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,3.878066865,0,3.935271857,5.938098173,3.842977613,3.31585205,2.947377432,0,0,0,0,15.43678801,10.12427998,12.09880877,8.741863604,11.22563139,20.99540332,32.84475229,37.05716858,29.69782705,38.63828535,16.61617793,14.55672151,33.14915066,15.13946019,16.15024392,14.91355229,20.77874924,22.32856704
-0.891338,908447,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3.583277505,5.954975638,3.861788189,3.054499444,2.849671033,0,0,0,0,12.15020502,9.002631042,11.95959724,9.186970341,14.15379003,18.71526539,31.68911723,35.95837689,29.99061041,41.20452011,16.0707921,14.46780163,33.45745377,15.23389387,15.67398775,15.08800309,19.54237166,23.22579204
-0.917754,910780,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5.045812661,5.913073811,4.259326808,2.875237838,2.781960979,0,0,0,0,13.75654218,8.611779365,9.22733977,9.051686809,19.90007719,19.99869862,34.28622795,30.28756733,27.73815474,31.6137155,17.03316462,15.78719902,39.07619632,16.1918747,17.43243305,16.19940822,21.45159314,24.75575437
-0.901904,949171,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,3.80143154,0,3.43384796,5.65505191,4.159541136,3.289320604,2.865788297,0,0,0,0,13.61958978,9.054267775,10.54380961,9.135378085,17.64502509,17.86420989,31.11057576,31.07102427,26.93333453,32.95100959,17.75155848,15.44838977,37.17956855,15.54454487,17.33554952,15.98927116,19.10546926,25.9439672
2.080535,949172,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,3.622236098,0,3.790597483,6.600216818,3.854125252,3.023198615,3.008363788,0,0,0,0,13.92919115,11.14942211,12.7541854,8.325121443,22.63245768,20.99030738,36.4609921,28.91001923,27.59606802,36.00415207,17.02994137,15.41438452,34.22697067,14.91529162,15.51274321,15.21844991,16.69647269,22.57834672
-0.748822,949177,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5.065868447,4.617227257,3.860455015,2.919799748,2.854771105,0,0,0,0,12.24037927,8.708004924,10.56746737,8.744398555,21.69067982,20.94637612,35.59947164,22.87330597,19.88395589,25.04802558,17.01022708,16.56026603,40.23189266,16.54558493,17.1507074,15.74123698,18.35303277,26.16132948
-2.720793,949178,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4.678199378,5.92111336,4.018432114,2.958389798,2.723717008,0,0,0,0,12.04696621,8.764007596,9.671939808,9.542720827,22.68225441,21.76989571,34.7844425,30.61680275,25.26583927,29.9272917,17.10096601,15.35340199,40.99158639,16.01195695,18.46717464,16.01023448,19.92434674,23.11905781
-1.283362,949179,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,10.98196334,4.768727159,5.238839631,4.222663077,2.924202852,2.6982336,0,0,0,0,15.19028449,8.994465395,9.470025242,10.30863527,15.25268687,21.809263,35.4804503,30.76652785,26.20053556,29.0305024,16.84595257,16.27832339,33.97756313,15.43063563,16.41846286,15.25908053,23.22122607,25.4004813
0.507977,1240181,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4.803164529,5.452023695,4.010249179,3.298390245,2.746242035,0,0,0,0,12.60612647,8.806781431,10.3757394,8.71135883,11.28338318,18.82980332,33.6831064,33.24191322,27.87370347,34.77929483,16.16218411,15.56366955,37.654598,15.75097221,15.81963934,15.34945874,18.27948039,23.41848658
1.353046,688087,1046,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,5.51001936,0,3.295034677,6.535234437,4.083037664,2.925889033,2.789042302,0,0,0,0,14.67485222,8.742792046,11.01896551,8.591722075,12.44273112,18.66086071,30.89867933,25.35411092,22.71258434,30.60392499,14.79039806,14.55226925,33.43634738,14.87101839,15.55662715,14.52600247,16.57418463,26.80818756
1.24051,717431,1046,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,3.917086086,5.21811468,4.276805289,2.955795611,2.818540741,0,0,0,0,12.83724206,8.786151842,11.05870847,10.10769792,15.72228805,18.99221305,32.73021789,29.63897898,25.80604385,34.0706093,15.28196907,13.95607634,31.85342826,14.84753604,15.869886,14.32936832,18.47302664,24.75818551
2.818628,724828,1046,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,3.585650496,5.408320316,4.390325877,3.069178304,2.837606076,-3,0.786054,-9.941,-5.1,11.40481694,9.865022619,9.639808314,9.005697196,22.62851352,20.23892815,35.74868131,35.08936368,30.49262149,32.70650363,18.06711897,16.69202008,38.47763738,17.02221484,18.77436649,16.28296556,16.79460847,25.77307514
