IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_830,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,REC_R_HSA_3928578_CSV,PWY_R_HSA_109704,PWY_R_HSA_5689896,GO_0001570,GO_0006977_EXP,GO_0008285,GO_0034976_EXP,GO_0042981_EXP,GO_0043547,EXP_MAP2K4,EXP_MAP3K20,EXP_MAP3K6,EXP_CDK10,EXP_AATK,EXP_CDC42BPA,EXP_FAM198A,EXP_MYLK3,PKA_109_ASA_X_Fingerprint_611,PKA_109_CSV_X_Fingerprint_611,PKA_109_HYD_X_Fingerprint_611,PKA_214_ASA_X_Fingerprint_658,EXP_CSNK1D_X_EXP_PPP1R1B,EXP_CSNK1D_X_EXP_STX5,EXP_CSNK1D_X_EXP_YWHAG,EXP_LYN_X_EXP_KITLG,EXP_LYN_X_EXP_SNCA,EXP_RIPK4_X_EXP_P4HB,EXP_SRC_X_EXP_NTN1,EXP_STK24_X_EXP_CCT8,EXP_STK24_X_EXP_MOB1B,PWY_R_HSA_112409_EXP_X_PWY_R_HSA_212436_EXP,GO_0008283_CSV_X_GO_0018108_CSV,GO_0016477_X_GO_0016525
-0.592136,907320,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9.86624233663151,0,5.49808380295982,5.44028251374517,3.37526838618378,4.79770383405725,5.1006151539586,4.25177859374385,3.05208045709729,3.45469821378555,0,0,0,0,19.0960863553888,40.0257370321971,35.5757564385644,22.9655025332299,32.3514095831814,69.6479988448343,15.566923663525,61.0642005753717,25.7206796496941,0,0.610494783871,2
0.812431,910079,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.38490017300566,0,12.3730175026106,6.56326575314047,0,6.6615556483194,6.06780038470317,3.35468479653441,4.74128061548689,4.61351220907128,6.29861495163609,3.00201750647728,2.96174626421203,0,0,0,0,23.8372161000216,29.1517344293197,30.8398640334601,33.7634925663167,30.9392269828594,41.4639570734034,18.3565511570663,61.6697843171189,23.1468633452709,70.3065509112703,0,0
3.627035,946353,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.776119,1,1,0,4.9806059233287,0,5.37770767546652,4.9806059233287,0,6.62242128869975,6.76767831673438,3.48857386372016,4.4935476637598,3.29145268524215,4.73411828277319,2.8637926660861,3.03492724746357,0,0,0,0,19.5493873580642,32.991138873613,33.6197511016281,29.6821372213325,54.3034600423893,48.9312123517813,16.6410698628028,54.1309449203675,23.5601298740524,0,0,0
-0.075264,946355,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.787478,0,0,0,0,0,0,28.1017800665464,0,6.71379439609591,5.70831218462939,3.388656221751,4.18307503558435,4.17443292806305,4.69899456892528,2.76280883306202,2.85393897797227,0,0,0,0,17.0853577751092,25.5405472124074,26.2720149622535,31.5869426912513,48.9607025670001,50.4090118715157,13.811659389053,55.3707219033391,23.4947316460845,0,0,0
1.354783,1240167,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5.39861376675973,0,6.29426511569387,6.09683734322895,3.56822147657529,4.55710801590555,5.18085074167713,4.93030946139008,2.8491656069611,3.15534008787284,0,0,0,0,19.4761278434265,27.7662808763144,30.876209515933,21.403746186419,42.5258075121289,44.4217847990411,14.1726146875706,54.2221285253504,25.6263393108467,0,0,0
2.797451,1298222,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.53207936368842,0,6.94402558240482,6.52928122190831,3.55973508765864,4.82496567163201,4.65944284782632,4.57371223365152,2.95335320128004,3.1942956833064,0,0,0,0,21.181538141261,30.2092257820266,36.2790371961716,17.4984849511168,17.6791740568297,41.6699471393327,22.853771925928,53.9943289604281,22.4749214739305,0,0,0
0.372173,1298359,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.85863634281423,0,7.15751917521521,5.86904212625862,3.59913111442255,4.81042825351061,3.50767348517638,4.80142336157065,2.7517529397035,3.18405984057173,0,0,0,0,15.2632763770173,22.8910741744179,27.0842113790442,27.9741211696073,59.1469652981569,53.1258221303514,15.5296849521739,57.5570096347383,20.5499634610044,49.4997209139093,0,0
0.805724,1299064,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.74713620081033,7.34248286887849,3.51713963406639,4.63216313220413,4.1903723132318,4.51779146371993,2.93121044275231,3.1653649893337,0,0,0,0,19.1434242733069,29.6409492564181,30.9860776139028,23.2615009693565,34.813023396677,47.0706685814672,17.8732459727789,62.2252093227207,33.4906078708678,0,0,0
3.716017,1503361,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.40579093401592,6.2084641238397,3.62190624094146,4.57385387510159,3.58853916826934,4.91910413166597,2.94517789629557,3.07764303926315,0,0,0,0,16.4495745771947,27.033411234314,27.9864909550464,21.8059405219713,24.7129178789602,52.4716493631477,15.4543342669562,54.0761304720106,19.9621547804881,0,0,0
2.984623,1503365,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.81033374861062,5.32005202005221,3.38863391590006,4.23085961875197,3.95002785455831,4.96009483285489,2.73621305425513,3.10297314709284,0,0,0,0,20.7122249731878,31.0725786847508,37.1860481480984,30.4342730354248,25.7505136476058,69.4277007434967,15.9889865089844,51.1657126753573,22.1695198222049,0,0,0
3.522119,1503366,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6.30214888639616,5.92688568473202,3.71358753240638,4.2851905375513,6.21955879266249,4.79176175062719,2.90384918482446,3.30827519997287,0,0,0,0,77.7635244698406,37.3343719679405,41.8127063487987,23.3494553515514,27.2692682892468,48.4505331772912,19.5419605080478,62.7795544068333,28.1729359976645,0,0.75064896,0
0.347615,1503368,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.50331329398479,1,5.60012865259854,5.11096559859645,3.38258380739601,5.05508232499183,4.7485318128841,4.64536422145809,2.92661707711666,3.02787396242532,0,0,0,0,62.9968498304578,33.4485453988001,35.7446624063972,26.8831365225042,24.6318265926219,56.5829854783964,24.1391843305495,58.7358020823346,21.8437409991915,0,0,0
1.331152,1503371,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,20.8975679840077,0,6.31315317975806,5.22955473268642,3.18824998795249,4.82763796880835,3.67433063739385,4.81679290674051,2.82780515345489,3.1563935563193,0,0,0,0,25.3824085584355,31.2032509418399,30.2152290915007,25.9501817373614,51.1912062503514,38.3336017735745,17.6651546580362,48.0212001310622,20.7195226239263,0,0,1
5.345371,735784,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.813307,0,0,0,0,0,0,9.67724471644779,0,5.58323815057185,7.13936950753581,3.27871916753536,4.36943841709453,3.43008699308093,5.06710867798812,2.77263161587396,3.0463042035431,0,0,0,0,18.5559267806637,31.315379229629,31.0596336134518,29.8785288771779,56.3820143800793,43.3526767101167,17.8344562213495,53.5016368559367,22.6223730295192,0,0,0
4.372659,753555,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.52927124255442,11.3909496603521,0,7.52694023127928,7.46544083577208,3.28887107696965,4.47120854871985,3.62196868675422,4.79434620401024,3.00315081744361,3.06478274914435,10.7,0.592294,-1.67,0,18.0727539715105,26.1539174530326,28.3156892268049,35.3515369539109,47.2866682520604,47.2818186787782,13.4986088302807,54.4325527121079,24.0812434741587,0,0,0
4.375686,753573,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,3.48511027532217,0,6.12117837828592,5.65711270096468,3.53398615385047,4.37563457809383,3.82621420590207,4.33379437432761,2.83764618096876,3.02562441407788,0,0,0,0,24.1167936959168,31.9259591636584,33.9392730127085,10.0475641018628,22.6597335510452,51.5626737378661,14.9965457204726,54.8305591020768,23.7029770619915,0,1.191769436949,1
5.48073,753574,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,7.48516961222734,1,5.30890203160178,6.00207939532514,3.5060501058188,4.59067563845532,3.49168188931898,4.56541764586065,2.78981911663192,3.06693956186139,0,0,0,0,20.0143514002732,29.8373844428895,35.3202810368855,26.3754074118113,47.8450382184863,50.1489478120026,15.8635327053802,57.8073940929299,24.6570041291902,0,0.561038450625,0
6.167301,753575,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6.36493643592934,0,7.0925224985335,7.4953249187897,3.44119714351562,4.22445218065597,3.64713873703184,4.49260865995945,2.80718079929881,3.04615567775164,0,0,0,0,18.2057526661761,33.3215107269985,32.5075980085703,33.2728270962162,42.1691921744952,42.626133901067,12.7640933306972,54.6523915162619,20.9998305849365,0,0,0
6.043211,753576,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,9.77005463686811,11.1549076960726,0,6.34134703904465,5.88078073989781,3.22587040027213,3.79802532581673,4.09623472417792,5.12926633807501,2.77943053695119,3.23276766176583,0,0,0,0,16.0258193139754,30.0346420436772,28.9231102956291,24.9215794287842,62.5336429116897,44.4094976879003,14.464529936347,58.2101995429229,23.6354890931911,0,0,0
3.757987,753621,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.43333624055133,5.32451161402147,0,5.9787788201258,6.03122572158299,3.5143806716696,4.0324154780742,3.80802723234171,4.79380239486571,2.79671856074437,3.08297646342411,0,0,0,0,19.5428449195141,26.4623253821681,32.0092962842481,44.0206969851731,33.7290708339238,57.411584612219,15.9467682945523,53.9816534795114,22.791062113099,0,0,0
3.50761,753623,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6.42307524110449,0,5.46640808912367,6.63698828076161,3.67332763062499,4.82639212585108,5.00547303417623,4.48849453249827,2.78861796476001,3.18061821910625,0,0,0,0,18.7017659168157,31.6053645237814,28.8222842032355,21.2756448033548,25.6454492602357,43.4270716087369,16.3105102564174,51.3116921811737,19.3086874347272,0,0,0
5.677819,906817,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.828218,1,0,0,4.60230462081197,0,0,19.9786108926251,0,6.81505660159912,7.25675754027947,3.42188613238911,4.05560196774622,4.26842949381035,5.0751261978897,2.79808437395395,3.19364502320855,0,0,0,0,20.413398195588,31.4798337636378,29.6134870246159,27.3004214802982,31.090569146396,44.2474501864857,13.3329200194871,48.6287938260404,23.4486813437692,68.8520400597808,0,0
1.445937,907317,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6.17141931559185,1,0,9.50711715236509,0,6.13560204815562,6.89576751120489,3.30239728507532,4.71738483523738,4.18436730854205,4.05372352304456,2.84990154843754,3.22468813429543,0,0,0,0,17.6774543993933,32.5704197546118,34.9161997720471,29.4661198610427,39.8053247951637,47.9004694443232,16.0121523720245,56.7454820483188,23.1865163388515,0,0,0
5.203128,907320,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,9.86624233663151,0,5.49808380295982,5.44028251374517,3.37526838618378,4.79770383405725,5.1006151539586,4.25177859374385,3.05208045709729,3.45469821378555,0,0,0,0,19.0960863553888,40.0257370321971,35.5757564385644,22.9655025332299,32.3514095831814,69.6479988448343,15.566923663525,61.0642005753717,25.7206796496941,0,0.610494783871,2
5.142161,910079,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,8.38490017300566,0,12.3730175026106,6.56326575314047,0,6.6615556483194,6.06780038470317,3.35468479653441,4.74128061548689,4.61351220907128,6.29861495163609,3.00201750647728,2.96174626421203,0,0,0,0,23.8372161000216,29.1517344293197,30.8398640334601,33.7634925663167,30.9392269828594,41.4639570734034,18.3565511570663,61.6697843171189,23.1468633452709,70.3065509112703,0,0
4.313548,946353,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.776119,1,1,0,4.9806059233287,0,5.37770767546652,4.9806059233287,0,6.62242128869975,6.76767831673438,3.48857386372016,4.4935476637598,3.29145268524215,4.73411828277319,2.8637926660861,3.03492724746357,0,0,0,0,19.5493873580642,32.991138873613,33.6197511016281,29.6821372213325,54.3034600423893,48.9312123517813,16.6410698628028,54.1309449203675,23.5601298740524,0,0,0
4.310634,946355,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.787478,0,0,0,0,0,0,28.1017800665464,0,6.71379439609591,5.70831218462939,3.388656221751,4.18307503558435,4.17443292806305,4.69899456892528,2.76280883306202,2.85393897797227,0,0,0,0,17.0853577751092,25.5405472124074,26.2720149622535,31.5869426912513,48.9607025670001,50.4090118715157,13.811659389053,55.3707219033391,23.4947316460845,0,0,0
2.187716,1240167,1013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,5.39861376675973,0,6.29426511569387,6.09683734322895,3.56822147657529,4.55710801590555,5.18085074167713,4.93030946139008,2.8491656069611,3.15534008787284,0,0,0,0,19.4761278434265,27.7662808763144,30.876209515933,21.403746186419,42.5258075121289,44.4217847990411,14.1726146875706,54.2221285253504,25.6263393108467,0,0,0
