IC50,Cancer,Drug,PKA_140_POL_X_Fingerprint_646,PKA_252_ASA_X_Fingerprint_576,PKA_252_CSV_X_Fingerprint_576,PKA_252_ENG_X_Fingerprint_576,PKA_265_ASA_X_Fingerprint_659,PKA_265_CSV_X_Fingerprint_659,PKA_265_HYD_X_Fingerprint_659,PKA_265_VOL_X_Fingerprint_659,PKA_265_X_Fingerprint_659,EXP_ABL1_X_EXP_WASF1,EXP_BMP2K_X_EXP_NUMB,EXP_BMP2K_X_EXP_RALBP1,EXP_GRK2_X_EXP_OR6A2,EXP_GRK2_X_EXP_P2RY11,EXP_STK25_X_EXP_PDCD10,GO_0006915_X_GO_0006954,Predicted IC50,Validation
2.51159,753552,152,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.5902213119,3
4.59947,753566,152,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1228901855,10
2.076044,906797,152,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.9849752058,5
3.250349,906798,152,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,3
3.423711,907065,152,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,6
3.640766,907312,152,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9759613177,7
3.480901,909704,152,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,3
3.961243,909780,152,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,9
2.431268,910926,152,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.6291737634,2
4.425423,1299051,152,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.8847554464,8
-1.0128,687452,153,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.9557707142,6
0.537506,687455,153,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.6354804383,1
-2.365253,687459,153,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4381615141,3
-0.29581,724812,153,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.768947683,9
-0.554472,724838,153,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,2.1532976959,1
-0.461365,753552,153,0,0,0,0,-2.1,0.789683,0.23,22,1,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,1.6763256088,8
0.468275,753566,153,-6.4,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1470912479,3
1.042198,906797,153,-1,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.745391709,1
-0.512143,906798,153,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,5
2.107059,907065,153,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,2
1.879729,907312,153,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9759613177,4
-1.171959,909704,153,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,9
-0.570948,909780,153,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,1
-1.210653,910926,153,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.6291737634,10
0.855912,1299051,153,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.8847554464,6
0.363771,687452,155,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.9557707142,10
-1.23604,687455,155,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.6354804383,8
-0.422309,687459,155,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4381615141,2
1.819239,724812,155,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.768947683,9
1.691533,724838,155,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,2.1532976959,1
0.389301,753552,155,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.5902213119,2
-0.308691,753566,155,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1228901855,3
-0.310437,906797,155,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.9849752058,7
0.070911,906798,155,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,8
0.146073,907065,155,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,10
1.331633,907312,155,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9759613177,7
-1.427827,909704,155,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,1
1.130305,909780,155,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,1
0.08941,910926,155,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.6291737634,3
0.833699,1299051,155,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.8847554464,5
1.159551,687452,157,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.9557707142,4
0.44829,687455,157,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.6354804383,10
1.124336,687459,157,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4381615141,10
0.439901,724812,157,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.768947683,1
-0.737123,724838,157,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,2.1532976959,1
-0.305463,753552,157,0,0,0,0,-2.1,0.789683,0.23,22,1,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,1.6763256088,7
-0.899413,753566,157,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1228901855,5
-1.008118,906797,157,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.9849752058,1
-1.470483,906798,157,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,5
-0.515369,907065,157,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,8
0.753288,907312,157,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9759613177,2
-0.876677,909704,157,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,2
-0.15548,909780,157,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,5
-2.776974,910926,157,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.6291737634,4
-0.550084,1299051,157,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.8847554464,7
0.695287,687452,158,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.9557707142,9
2.67097,687455,158,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.6354804383,2
3.414331,687459,158,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4381615141,3
1.517435,724812,158,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.768947683,3
2.476255,724838,158,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,2.1532976959,9
2.221571,753552,158,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.5902213119,1
1.484704,753566,158,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1228901855,5
1.465452,906797,158,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.9849752058,1
1.027039,906798,158,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,2
3.558859,907065,158,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,8
2.601948,907312,158,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9759613177,10
0.265303,909704,158,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,2
1.161875,909780,158,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,6
1.04056,910926,158,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.6291737634,2
0.649341,1299051,158,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.8847554464,1
0.442865,687452,159,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.9557707142,6
0.231394,687455,159,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.6354804383,5
-1.21364,687459,159,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4381615141,2
2.09308,724812,159,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.768947683,4
1.537607,724838,159,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,2.1532976959,1
1.668337,753552,159,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.5902213119,4
-1.343059,753566,159,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1228901855,10
-0.093546,906797,159,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.9849752058,6
-0.078754,906798,159,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,4
0.463292,907065,159,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,5
2.742316,907312,159,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9759613177,5
-0.540502,909704,159,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,2
1.214622,909780,159,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,4
0.256481,910926,159,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.6291737634,7
1.09528,1299051,159,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.8847554464,7
0.048499,687452,167,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.9557707142,1
2.712152,687455,167,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.6354804383,6
1.550136,687459,167,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4381615141,2
2.749518,724812,167,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.768947683,9
1.790144,724838,167,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,2.1532976959,8
5.173024,753552,167,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.5902213119,8
0.116906,753566,167,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1228901855,6
1.354404,906797,167,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.9849752058,5
-1.380197,906798,167,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,6
1.989127,907065,167,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,5
5.128629,907312,167,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9759613177,9
0.300705,909704,167,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,3
1.878233,909780,167,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,1
0.715628,910926,167,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.6291737634,8
1.187256,1299051,167,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.8847554464,6
3.231565,687452,176,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.9557707142,10
5.824867,687455,176,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.6354804383,6
3.930855,687459,176,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4381615141,9
5.88072,724812,176,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.768947683,8
3.57279,724838,176,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,2.1532976959,5
5.584004,753552,176,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.5902213119,10
2.171009,753566,176,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1228901855,9
3.460202,906797,176,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.9849752058,1
1.800916,906798,176,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,2
2.393204,907065,176,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,4
4.590205,907312,176,0,0,0,0,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.3038949838,1
2.688871,909704,176,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,3
3.533445,909780,176,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,10
1.53665,910926,176,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.6291737634,6
4.241679,1299051,176,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.8847554464,7
0.156127,687452,177,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.9557707142,10
3.309988,687455,177,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.6354804383,2
5.575027,687459,177,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4381615141,2
4.757527,724812,177,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.768947683,2
1.644573,724838,177,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,2.1532976959,2
5.286184,753552,177,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.5902213119,8
1.498711,753566,177,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1228901855,2
3.500552,906797,177,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.9849752058,2
1.141898,906798,177,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,7
5.687758,907065,177,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,1
3.79496,907312,177,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9759613177,10
-0.101141,909704,177,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,9
2.413473,909780,177,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,6
-0.224155,910926,177,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.6291737634,10
2.24719,1299051,177,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.8847554464,3
2.112047,687452,178,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.9557707142,8
1.591286,687455,178,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.6354804383,5
2.976483,687459,178,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4381615141,8
2.608135,724812,178,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.768947683,3
1.960752,724838,178,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,2.1532976959,7
4.5396,753552,178,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.5902213119,3
0.253164,753566,178,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.1228901855,1
1.507206,906797,178,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.9849752058,9
0.580794,906798,178,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.2322129237,8
2.859785,907065,178,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.4714360029,5
4.566152,907312,178,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9759613177,10
3.291675,909704,178,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.2298711445,2
3.19727,909780,178,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.0696378069,9
