IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_784,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_677,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,PKA_62_HYD,PKA_62_POL,PKA_62_VOL,MUT_MYO3A_CSV,CNV_CDK12_gain,CNV_MET_gain,PWY_R_HSA_1257604_CSV,GO_0000165_CSV,GO_0006351,GO_0006351_CSV,GO_0007202,GO_0007399_CSV,GO_0060045_CSV,EXP_DAPK1,EXP_MET,PKA_163_ASA_X_Fingerprint_698,PKA_206_ASA_X_Fingerprint_576,PKA_206_ASA_X_Fingerprint_644,PKA_236_X_Fingerprint_644,PKA_236_X_Fingerprint_712,PKA_236_X_Fingerprint_797,PKA_283_B62_X_Fingerprint_644,PKA_293_ASA_X_Fingerprint_673,PKA_293_X_Fingerprint_646,PKA_294_ASA_X_Fingerprint_576,PKA_294_HYD_X_Fingerprint_576,EXP_ABL1_X_EXP_KAT5,EXP_ABL1_X_EXP_NBN,EXP_ABL1_X_EXP_SHC4,EXP_TAF1_X_EXP_HIST1H4C,EXP_TAF1_X_EXP_TEX10,Predicted IC50,Validation
1.117872,1322224,281,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5961,1,0,0,0,0,3.8778823197,5.8743919955,0,0,0,0,0,0,0,0,0,0,0,33.18793428,37.278023019,15.362194606,75.062493292,35.506406755,2.7888839375,9
-2.257643,909697,60,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.824029,0,0,0,0.824029,0,4.1933972204,3.3134149842,0,0,0,0,0,0,0,0,0,0,0,41.654800806,49.357422538,16.656278597,61.256218656,35.459634529,1.134019099,2
4.355926,1240155,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.824936,0,2,0,0,0,0,4.3199643197,5.2082439256,0,17.2,17.2,0,0,0,-2,0,0,0,0,39.669524345,42.029248964,16.093212434,64.444426868,34.686642216,4.2689390073,6
3.471722,1240155,1129,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.824936,0,2,0,0,0,0,4.3199643197,5.2082439256,0,17.2,0,0,0,0,0,0,0,0,0,39.669524345,42.029248964,16.093212434,64.444426868,34.686642216,3.2530271037,5
1.690713,1290806,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743098,0.782514,2,0.743098,0,0,0,4.4589693482,3.3156603982,0,0,0,0,0,0,0,0,0,0,0,40.042503167,32.183661517,15.787394071,57.207105981,31.022777703,1.5368604462,4
0.482291,1290806,1242,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.743098,0.782514,2,0.743098,0,0,0,4.4589693482,3.3156603982,0,0,0,0,0,0,0,0,0,0,0,40.042503167,32.183661517,15.787394071,57.207105981,31.022777703,1.3948090795,2
1.049338,906848,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.800154,0.800154,1,0.800154,0,0,0,3.4069461143,4.2564688867,0,0,0,0,0,0,0,0,0,0,0,50.877540006,49.054903423,21.421616468,58.788234129,33.379868928,0.6816907721,10
5.150732,908445,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.7382894269,8.4589985293,0,0,0,0,0,0,0,0,0,0,0,33.697765863,33.139720797,14.487516407,50.430030922,28.090753234,5.0723411903,3
2.045652,909697,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.824029,0,0,0,0.824029,0,4.1933972204,3.3134149842,0,0,0,0,0,0,0,0,0,0,0,41.654800806,49.357422538,16.656278597,61.256218656,35.459634529,1.4926447744,3
1.566154,910924,1023,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.716075,0,3,0,0,0.784551,0,3.7165801989,4.204292656,0,0,0,0,0,0,0,0,0,0,0,38.423724667,39.370444888,14.151259804,56.882238275,27.55774162,2.7784744174,2
2.216568,1298358,1010,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4527818728,6.1099466963,0,0,0,0,0,0,0,0,0,-79.2,0.65,33.649454122,35.088195888,14.100512889,52.468234933,28.008141624,1.0134610327,2
2.871804,908444,55,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.1599491849,3.4031077234,0,0,0,0,0,0,0,0,0,0,0,39.408223415,42.90835107,16.894690416,63.746206624,38.826974529,1.9219238215,8
2.418484,909770,254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.4,-0.6,22,0,0,0,0,0,1,0,1,0,0,4.1102044956,4.6544350073,0,-4.1,0,0,0,0,0,0,0,0,0,35.813959474,38.245892339,15.686904354,61.572897088,36.655306531,1.9248182229,3
3.140584,908139,1158,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.107445948,5.5063613723,0,0,0,0,0,0,0,0,0,0,0,34.351046626,37.338018261,13.495263679,58.278830678,39.440056558,3.4592098027,10
3.96757,909770,1052,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.6,22,0,0,0,0,0,1,0,1,0,0,4.1102044956,4.6544350073,0,-4.1,0,0,0,1,0,0,0,0,0,35.813959474,38.245892339,15.686904354,61.572897088,36.655306531,3.9354353967,3
4.952439,906790,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78198,2,0.775287,0,1.632416,0,3.2951619429,3.8099480233,0,0,0,0,0,0,0,0,0,0,0,40.524613778,36.643349107,16.795992732,60.061922776,33.5813123,4.538795237,7
4.253363,908446,260,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,3.6278179116,6
3.372695,909770,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.4,-0.6,22,0,0,0,0,0,1,0,1,0,0,4.1102044956,4.6544350073,0,-4.1,0,0,0,0,0,0,0,0,0,35.813959474,38.245892339,15.686904354,61.572897088,36.655306531,3.5229144174,10
3.566282,907055,1025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76554,0.858268,4,0.858268,0,0.858268,0.858268,3.8950016926,3.6446891229,0,0,0,0,0,0,0,0,0,0,0,40.006264677,40.838871092,17.651269091,69.995076798,41.402615774,4.417436806,7
4.496229,908455,249,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,5.0947902575,5.8292907586,0,0,0,0,0,0,0,0,0,0,0,31.767726322,34.674737417,14.271648962,66.724012098,36.433336246,3.6554436941,7
2.47653,906848,1015,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800154,0.800154,1,0.800154,0,0,0,3.4069461143,4.2564688867,0,0,0,0,0,0,0,0,0,0,0,50.877540006,49.054903423,21.421616468,58.788234129,33.379868928,2.1796835864,8
2.087158,1290806,235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.743098,0.782514,2,0.743098,0,0,0,4.4589693482,3.3156603982,0,0,0,0,0,0,0,0,0,0,0,40.042503167,32.183661517,15.787394071,57.207105981,31.022777703,2.0215563646,1
3.346564,1298358,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4527818728,6.1099466963,0,0,0,0,0,0,0,0,0,-79.2,0.65,33.649454122,35.088195888,14.100512889,52.468234933,28.008141624,2.551171628,8
5.243987,908446,279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,5.1158372826,6
3.926185,906790,298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.78198,2,0.775287,0,1.632416,0,3.2951619429,3.8099480233,0,0,0,0,0,0,0,0,0,0,0,40.524613778,36.643349107,16.795992732,60.061922776,33.5813123,3.6558808897,2
3.300121,910924,1050,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716075,0,3,0,0,0.784551,0,3.7165801989,4.204292656,0,0,0,0,0,0,0,0,0,0,0,38.423724667,39.370444888,14.151259804,56.882238275,27.55774162,3.2858941498,9
4.684475,909711,298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0545000364,4.8967837502,0,0,0,0,0,0,0,0,0,0,0,32.153511992,26.843709991,14.812829117,31.306854734,35.936204128,5.2564783396,9
2.897837,1290806,203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.743098,0.782514,2,0.743098,0,0,0,4.4589693482,3.3156603982,0,0,0,0,0,0,0,0,0,0,0,40.042503167,32.183661517,15.787394071,57.207105981,31.022777703,2.7470377008,2
3.78062,906848,345,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800154,0.800154,1,0.800154,0,0,0,3.4069461143,4.2564688867,0,0,0,0,0,0,0,0,0,0,0,50.877540006,49.054903423,21.421616468,58.788234129,33.379868928,3.7534186625,6
1.569105,906848,1219,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800154,0.800154,1,0.800154,0,0,0,3.4069461143,4.2564688867,0,0,0,0,0,0,0,0,0,0,0,50.877540006,49.054903423,21.421616468,58.788234129,33.379868928,1.4878790102,6
4.33924,1240155,1242,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.824936,0,2,0,0,0,0,4.3199643197,5.2082439256,0,0,0,0,0,0,0,0,0,0,0,39.669524345,42.029248964,16.093212434,64.444426868,34.686642216,2.5189734901,9
4.720428,1322224,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5961,1,0,0,0,0,3.8778823197,5.8743919955,0,0,0,0,0,0,0,0,0,0,0,33.18793428,37.278023019,15.362194606,75.062493292,35.506406755,4.6426656004,6
2.17591,1240155,260,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.824936,0,2,0,0,0,0,4.3199643197,5.2082439256,0,17.2,0,0,0,0,0,0,0,0,0,39.669524345,42.029248964,16.093212434,64.444426868,34.686642216,2.5936521457,8
3.45465,908446,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,3.2744011706,4
3.229429,1240155,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824936,0,2,0,0,0,0,4.3199643197,5.2082439256,0,17.2,0,0,0,0,0,0,0,0,0,39.669524345,42.029248964,16.093212434,64.444426868,34.686642216,2.4114569307,5
-0.195717,1240155,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.824936,0,2,0,0,0,0,4.3199643197,5.2082439256,0,17.2,0,0,0,0,0,0,0,0,0,39.669524345,42.029248964,16.093212434,64.444426868,34.686642216,0.2190000945,8
-0.083876,1290806,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.743098,0.782514,2,0.743098,0,0,0,4.4589693482,3.3156603982,0,0,0,0,0,0,0,0,0,0,0,40.042503167,32.183661517,15.787394071,57.207105981,31.022777703,0.5666830272,3
3.091857,908444,330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.1599491849,3.4031077234,0,0,0,0,0,0,0,0,0,0,0,39.408223415,42.90835107,16.894690416,63.746206624,38.826974529,1.9410260526,10
3.11921,906869,292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,0,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,3.8525437372,4
2.662291,906848,207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800154,0.800154,1,0.800154,0,0,0,3.4069461143,4.2564688867,0,0,0,0,0,0,0,0,0,0,0,50.877540006,49.054903423,21.421616468,58.788234129,33.379868928,2.1006453446,6
2.000407,909697,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.824029,0,0,0,0.824029,0,4.1933972204,3.3134149842,0,0,0,0,0,0,0,0,0,0,0,41.654800806,49.357422538,16.656278597,61.256218656,35.459634529,3.0059742038,4
-4.446953,906869,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,1,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,-3.778880479,7
4.745671,906869,1039,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,0,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,4.7433232235,2
1.988632,907055,1164,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.76554,0.858268,4,0.858268,0,0.858268,0.858268,3.8950016926,3.6446891229,0,0,0,0,0,0,0,0,0,0,0,40.006264677,40.838871092,17.651269091,69.995076798,41.402615774,2.6269398312,2
2.806662,906869,63,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,1,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,3.5102904551,8
1.548483,908444,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.1599491849,3.4031077234,0,0,0,0,0,0,0,0,0,0,0,39.408223415,42.90835107,16.894690416,63.746206624,38.826974529,1.1485455881,3
