IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_822,Fingerprint_819,Fingerprint_813,Fingerprint_797,Fingerprint_776,Fingerprint_712,Fingerprint_704,Fingerprint_697,Fingerprint_686,Fingerprint_677,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,GO_0030878_EXP,CLS_average_ploidy,EXP_PIM2,PKA_105_CSV_X_Fingerprint_826,PKA_162_CSV_X_Fingerprint_644,PKA_197_ENG_X_Fingerprint_818,PKA_217_EXP_X_Fingerprint_818,EXP_NEK6_X_EXP_TOP2A,EXP_STK16_X_EXP_PEPD,Predicted IC50,Validation
4.407612,924187,1037,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.5460900427,9
5.589552,1240127,1194,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,4.4844544424,3
4.286913,907000,275,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,5.087215167,8
0.503206,909735,306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,0.8629429106,7
3.064816,1240127,295,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.6815714119,4.8531678705,0,1.551295,0,0,65.402407281,61.176622162,3.0731493236,10
4.924753,910781,309,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,3.9944040535,6
-0.308018,907000,157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,1.8416246068,3
3.660758,908130,257,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1.9667921549,4.3899321223,0.82717,0,0,0,58.893869828,42.577808838,3.5048305895,9
0.713415,908130,331,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,3.315665741,5
-0.20126,1240174,153,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,-0.299239312,3
1.22872,910781,235,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0.753089,0,0,55.651077717,43.758496497,0.9604924514,8
1.092362,930082,64,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,1.7071825042,4
4.092615,910691,1054,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,1.863541174,9
3.738978,924187,1129,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,5.3441133007,2
5.552964,1240127,1143,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6815714119,4.8531678705,0.753946,0,0,0,65.402407281,61.176622162,4.3586965344,10
5.403925,908130,294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.9667921549,4.3899321223,0.82717,0,0,0,58.893869828,42.577808838,4.5816956948,3
1.3177,909735,260,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,1.6959380784,10
2.526672,910691,1219,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,2.8268564679,8
0.196021,908130,153,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,-0.67404565,1
3.376126,910691,292,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,3.0162076112,6
3.534226,924187,5,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.8508955611,5
-2.125822,908130,1024,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,-1.047312315,8
4.665072,907051,1203,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,3.7219826257,7
2.32165,908130,1046,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,0.9906928304,5
3.022606,910781,1373,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,4.2062563234,6
3.586788,924187,254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,2.106322406,6
4.661775,924187,1052,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,4.5603892086,6
5.10255,908130,1025,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,4.9091474089,3
2.578577,1240174,152,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,2.686794476,1
2.14656,1240127,222,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,3.8412341631,10
4.225413,930082,281,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,-3.859,5.3088517682,52.82105596,36.521333326,3.9527852249,10
0.676326,907051,159,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,0.3785707738,8
3.64169,910691,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,2.5412629265,5
-0.515998,908130,1372,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,1.4094258311,4
5.537681,907051,294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.4323658044,4.6672182298,0.740448,0,0,0,66.532800514,50.940437967,5.0377551986,9
0.662281,930082,262,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,2.8728723956,10
2.932532,909735,281,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.5184683619,2
-2.493043,924187,283,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,-2.914501876,7
2.55352,907000,299,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,2.9234083742,3
5.584989,1240174,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,5.5430887267,4
3.655685,924187,178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,2.106322406,10
3.540308,908130,185,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,2.6412944407,10
3.995363,1240127,1046,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,3.6815714119,4.8531678705,0,0,2.894,0,65.402407281,61.176622162,4.5412361002,8
1.620886,909735,1010,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,1.0659390901,5
3.829605,910691,281,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,3.7789240256,5
4.941432,1240127,255,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,4.9699111247,6
2.192499,910691,202,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,1.7492817691,2
5.588418,1240174,309,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,4.5480495706,2
0.305095,1240127,226,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,3.6815714119,4.8531678705,0,1.551295,0,0,65.402407281,61.176622162,0.3873623579,5
2.476454,909735,309,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,3.3008422702,8
3.49593,930082,309,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,3.8829795986,5
3.076362,910691,249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,2.5412629265,5
3.958758,930082,299,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,2.6984055769,7
0.777479,909735,1019,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.0501543096,9
3.238196,1240174,292,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,4.0017549987,10
1.795173,1240127,1023,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,2.8902087329,10
1.470652,910691,178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,1.508537027,5
1.699622,924187,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,2.7490328594,8
4.628405,907000,288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,3.897948429,10
5.462657,910781,345,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0,-5.21,5.3921665126,55.651077717,43.758496497,4.3386599035,1
0.111195,909735,1059,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,0.1451843704,6
4.341389,930082,330,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,3.6081271075,10
3.332309,1240174,1164,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1.931980783,4.1827978152,0.770192,0,0,0,65.220437023,49.770148906,3.7526052058,5
3.116559,909735,294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.4310478016,9
2.323612,907000,1037,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,1.7149422541,4
-2.458176,910691,86,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0.808713,0,0,41.709816752,45.896881096,-1.669933988,3
5.579243,908130,221,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,4.2161838127,4
3.26074,908130,1015,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,2.8960598009,6
3.147392,924187,167,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,2.334755499,5
1.323233,909735,199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,0.8629429106,9
-1.725541,907000,1022,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,-1.434274303,7
4.275669,924187,292,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.1112993113,9
3.666017,909735,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,3.6477988714,8
-0.375701,909735,308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,0.9877164689,7
3.465393,910781,1028,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,2.6819827844,3
6.582327,924187,193,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,5.5383331012,1
3.390898,1240127,203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,2.7447195425,6
0.7413,910781,207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,1.3716099411,1
2.349654,909735,330,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,1.5887991326,10
0.073242,907051,157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,2.5177229581,7
3.451416,924187,1038,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.4992607044,5
2.885305,909735,1049,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.2872127554,5
1.781612,909735,305,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,1.7594267947,3
4.715477,910691,279,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,5.5087425638,6
3.539677,910691,6,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,3.0764223091,7
1.907075,910691,158,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,0.2242450227,2
3.822205,924187,1050,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.1417977989,4
-0.715216,930082,153,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,-3.859,5.3088517682,52.82105596,36.521333326,-0.872538802,6
3.556791,1240174,306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,2.3667674158,4
4.985726,930082,193,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,4.8009189613,2
4.934463,907051,257,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,3.4323658044,4.6672182298,0.740448,0,0,0,66.532800514,50.940437967,4.2296268108,7
2.336796,930082,30,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,1.7980088818,5
0.85319,1240174,158,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,1.130476555,7
2.760855,1240127,167,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,1.551295,2.894,0,65.402407281,61.176622162,2.6952438731,10
1.703075,924187,1010,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,2.8792944472,4
2.456234,907051,254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,2.7724643897,5
2.13598,908130,1052,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,2.517787794,1
4.220021,908130,330,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,4.2151373932,3
5.718738,1240127,229,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,4.0017727306,7
5.403949,910691,231,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,5.5405082192,7
0.496883,907000,199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,2.5590989954,5
1.089634,907051,1242,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,1.1366907767,10
6.353152,924187,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,5.5222509708,6
0.983443,908130,1050,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,0.9235206691,7
3.612579,910691,185,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,3.2382077609,5
4.594365,924187,293,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,4.2682778821,10
2.639574,910691,1029,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,2.4020265805,6
4.342385,907051,330,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,4.596089546,9
2.290295,907000,1038,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,2.5722534044,8
5.595163,930082,231,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,4.819658623,10
-0.458178,910691,157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,2.5412629265,1
4.075419,924187,222,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.5836202933,2
2.150359,910691,155,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0.808713,0,0,41.709816752,45.896881096,1.3172987355,4
5.106778,907051,193,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,5.9124645394,9
-1.245863,910781,153,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,5.5312781323,2.1709069768,3.3662167461,0,0,-5.21,5.3921665126,55.651077717,43.758496497,-1.099575699,3
3.479497,910691,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,2.5904823904,6
4.549733,924187,1049,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.0132462676,7
1.744936,930082,1164,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,1.7973651297,3
1.926608,1240127,202,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0.753946,0,0,0,65.402407281,61.176622162,1.7303118528,8
3.863494,910781,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0.82717,0,0,0,55.651077717,43.758496497,3.2549716067,2
3.565115,907051,176,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,4.1321062552,5
3.94271,1240127,309,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,5.0395542819,6
1.0231112838,930082,1032,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,1.0942918697,6
-0.642075,930082,283,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,-2.124890577,5
-2.000144,908130,1059,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,-0.963044371,10
